index,ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
3153_a,3152,*,17,*,Never-married,High School,United-States,*,*,<=50K,grace,nasir,21,chandlerstreet,noaddresstwo,lockyer,3150,qld,2021529
1358_a,1357,*,17,*,Never-married,High School,United-States,*,*,<=50K,ella,conway,33,tuthill place,villa 20,mount gravatt,7260,vic,2800694
1554_a,1553,*,17,*,Never-married,High School,United-States,*,*,<=50K,connor,barkemeyer,6,boult place,borro boat club,sandfire,3950,qld,9407862
990_a,989,*,17,*,Never-married,High School,United-States,*,*,<=50K,natalia,charlseton,11,foott street,noaddresstwo,coburg,3160,qld,2068884
2704_a,2703,*,17,*,Never-married,High School,United-States,*,*,<=50K,hcarlie,enthoven,14,purnwell place,mnoaddresstwo,sutherland,3156,act,7923044
195_a,194,*,17,*,Never-married,High School,United-States,Private,*,<=50K,caitlin,howlett,27,noaddressone,tralee,warners bay,2643,nsw,1691697
3308_a,3307,*,17,*,Never-married,High School,United-States,Private,*,<=50K,aleisha,bryant,680,westgarth street,noaddresstwo,woolloongabba,3818,nsw,6623220
1276_a,1275,*,17,*,Never-married,High School,United-States,Private,*,<=50K,coby,shegog,34,parkin street,kurrulta,hackham,2093,qld,6622586
4764_a,4763,*,17,*,Never-married,High School,United-States,Private,*,<=50K,brianna,welsby,1,pails place,lantana lane farm,bossley park,4178,vic,4181743
441_a,440,*,17,*,Never-married,High School,United-States,Private,*,<=50K,georgia,smith,1,boas place,specialist centre,morayfield,2795,qld,8968706
4773_a,4772,*,16-20,*,Never-married,High School,United-States,Non-Government,*,<=50K,christopher,sahrman,13,farre place,noaddresstwo,concongella,2480,sa,4930544
619_a,618,*,16-20,*,Never-married,High School,United-States,Non-Government,*,<=50K,alana,green,59,fairfax street,weemilah,queanbeyan,2567,sa,2416494
560_a,559,*,16-20,*,Never-married,High School,United-States,Non-Government,*,<=50K,mitchell,dorling,9,albermarle place,noaddresstwo,figtree,6020,vic,7421044
3210_a,3209,*,16-20,*,Never-married,High School,United-States,Non-Government,*,<=50K,ktah,simitenko,28,kater place,noaddresstwo,allambie,6018,vic,4633152
3321_a,3320,*,16-20,*,Never-married,High School,United-States,Non-Government,*,<=50K,laim,o'connor,28,grimshaw street,the egghsed,morayfeld,2350,sa,9491724
1436_a,1435,*,18,*,Never-married,High School,United-States,Private,*,<=50K,lachlan,spriggs,12,loban court,el-kay,tilba tilba,2166,nostate,2504232
74_a,73,*,18,*,Never-married,High School,United-States,Private,*,<=50K,stephen,gasiorek,52,howard street,lake veterinary hospital,thomson,7020,vic,7355255
5429_a,5428,*,18,*,Never-married,High School,United-States,Private,*,<=50K,michael,nicholas,9,cararfsoe,dandry station,balmain,3220,qld,5085294
3822_a,3821,*,18,*,Never-married,High School,United-States,Private,*,<=50K,nogivenname,golby,30,pinkertob circuit,guraguma,south perth,6070,nsl,5185440
3246_a,3245,*,18,*,Never-married,High School,United-States,Private,*,<=50K,michael,vidinovski,24,ashley drive,noaddresstwo,toowoomba,5097,qld,3912603
4502_a,4501,Male,18,White,Never-married,*,United-States,*,*,<=50K,neneh,snadden,10,wattle street,noaddresstwo,attwood,4034,wa,4236897
3193_a,3192,Male,18,White,Never-married,*,United-States,*,*,<=50K,mi,zelel,7,howson elace,noaddrsestwo,berowira phights,2831,vic,9507320
5092_a,5091,Male,18,White,Never-married,*,United-States,*,*,<=50K,dnaiel,hickey,10,morrison street,noaddresstwo,glednalough,6430,nswd,3547411
4788_a,4787,Male,18,White,Never-married,*,United-States,*,*,<=50K,madison,nosurname,8,vagabond crescent,noaddresstwo,maroochydore,3250,nsw,3302123
3190_a,3189,Male,18,White,Never-married,*,United-States,*,*,<=50K,nogivenname,nosurname,29,spring range road,noaddresstwo,dulwich hill,4300,sa,6774437
2327_a,2326,Male,18,White,Never-married,*,United-States,*,*,<=50K,madison,saward,70,charlton crescent,noaddresstwo,florey,2011,nsw,5222578
1103_a,1102,*,18,White,Never-married,*,North America,Private,*,<=50K,andrew,gammage,169,fawkner street,noaddresstwo,oonoonba,2780,vic,2400343
5051_a,5050,*,18,White,Never-married,*,North America,Private,*,<=50K,alysha,hansen,2420,collingridge street,noaddresstwo,mitcham,3134,nsw,8975406
3727_a,3726,*,18,White,Never-married,*,North America,Private,*,<=50K,natalia,walsh,136,goldfinch circuit,noaddresstwo,kinsfd,3525,nostate,1989484
2285_a,2284,*,18,White,Never-married,*,North America,Private,*,<=50K,jack,mccall,115,castles place,noaddresstwo,vermont south,2200,qld,5266938
1564_a,1563,*,18,White,Never-married,*,North America,Private,*,<=50K,noah,napier,405,hopetoun circuit,trloo arm,east hills,2016,tas,6305124
2393_a,2392,*,18,*,Never-married,High School,United-States,Private,*,<=50K,liam,tarn,136,summerland circuit,noaddrestwo,thomosn,2030,wa,6528255
4095_a,4094,*,18,*,Never-married,High School,United-States,Private,*,<=50K,rhys,rankin,5,severne crescent,noaddresstwo,rockhampton,2794,nsw,9383253
72_a,71,*,18,*,Never-married,High School,United-States,Private,*,<=50K,rourke,boeywn,36,goodchild street,noaddresstwo,westdale,5407,qkkm,4702729
654_a,653,*,18,*,Never-married,High School,United-States,Private,*,<=50K,harrison,grodon,117,ainslie svenue,raintree farm,nosuburb,6018,qld,7036837
1708_a,1707,*,18,*,Never-married,High School,United-States,Private,*,<=50K,hannwhz,manue,0,wheeelr crescent,noaddresstwo,fremantle,2528,lqd,1500761
869_a,868,*,18,*,Never-married,High School,United-States,Private,*,<=50K,brett,brinkley,12,northcott drive,noaddresstwo,bundeena,2108,qld,2726395
2294_a,2293,*,18,White,Never-married,*,United-States,Private,*,<=50K,dalp,bosfen,12,warrego circuit,noaddresstwo,leicjhadt,4341,cws,3013917
2388_a,2387,*,18,White,Never-married,*,United-States,Private,*,<=50K,obin,tracey,6,eruee street,lyndon parks,moorebank,5092,vic,2732857
3223_a,3222,*,18,White,Never-married,*,United-States,Private,*,<=50K,jenna,nedic,2,redcliffe street,argyle garden village,waterloo,2160,wa,4378101
4368_a,4367,*,18,White,Never-married,*,United-States,Private,*,<=50K,olivia,edmonds,1,wynter place,henry kendall vlge,aitkenvale,4163,nsw,1558863
4187_a,4186,*,18,White,Never-married,*,United-States,Private,*,<=50K,rachel,gialis,35,appel crsecent,noaddresstwo,laidlety,4169,sa,3346912
4073_a,4072,*,18,White,Never-married,*,United-States,*,*,<=50K,alessandria,sheehan,1,ebden street,noaddresstwo,mundojng,3046,nostate,9198368
2592_a,2591,*,18,White,Never-married,*,United-States,*,*,<=50K,aleaxnder,bott,18,britten-joznes drive,noaddresstwo,bayview,2480,wa,1741204
2574_a,2573,*,18,White,Never-married,*,United-States,*,*,<=50K,emerson,geeves,9,hadleigh circuit,hd,edithvale,2446,nsw,3435263
4306_a,4305,*,18,White,Never-married,*,United-States,*,*,<=50K,tori,williams,88,caffyn place,casuarina ridge,woodville,2067,vic,7977039
879_a,878,*,18,White,Never-married,*,United-States,*,*,<=50K,ka,nosurname,19,haswexllplace,heagney crescent,quexaneyan,7000,nsw,5585835
4173_a,4172,*,18,White,Never-married,*,United-States,*,*,<=50K,olivia,foresto,32,mcintosh street,noaddresstwo,cowrs,4655,nf,4809513
3379_a,3378,*,18,White,Never-married,*,United-States,Private,*,<=50K,chliet,gof,238,kirkwood crescent,redwood vlge,bunoora,2321,wa,7498241
1523_a,1522,*,18,White,Never-married,*,United-States,Private,*,<=50K,etcf,cwjs,336,rivett sftfeet,dallis park,indooroopilly,4207,qld,4971133
792_a,791,*,18,White,Never-married,*,United-States,Private,*,<=50K,jake,lloyd,68,boolee street,ormond rise,gulliver,0nan,nsw,3097494
4523_a,4522,*,18,White,Never-married,*,United-States,Private,*,<=50K,laklhnb,richards,1541,mugga eay,hse 187,hawthorn,4868,nsb,2272754
3872_a,3871,*,18,White,Never-married,*,United-States,Private,*,<=50K,brigitte,spence,240,duffy street,noaddresstwo,kirribilli,2041,nostate,7007165
4812_a,4811,Male,18,White,Never-married,High School,United-States,Private,*,<=50K,roisin,goode,74,darcy place,clairehill,cronulla,5010,sa,8661417
4441_a,4440,Male,18,White,Never-married,High School,United-States,Private,*,<=50K,dylan,gorken,18,clare dennis avenue,noaddresstwo,lansvale,2088,vic,4945785
5361_a,5360,Male,18,White,Never-married,High School,United-States,Private,*,<=50K,isabella,fopp,48,torrens street,noaddresstwo,raceview,4701,sa,1944356
541_a,540,Male,18,White,Never-married,High School,United-States,Private,*,<=50K,michael,young,132,jabanungga avenue,yaltara,modbury,7006,vic,9105321
2479_a,2478,Male,18,White,Never-married,High School,United-States,Private,*,<=50K,patrick,mcginley,100,noaddressone,noaddresstwo,hamilton,3113,wa,4675821
3847_a,3846,*,18,White,Never-married,*,United-States,Private,*,<=50K,lucs,leiztch,6,strongplace,noaddresstwo,reservoir,2060,vis,2097906
2163_a,2162,*,18,White,Never-married,*,United-States,Private,*,<=50K,seth,roberts,77,covington keescent,jerowen park-pahl road,narre warren,2613,vic,5580308
210_a,209,*,18,White,Never-married,*,United-States,Private,*,<=50K,william,kolpondinos,124,oliver streeyt,retirement vlge,mrerrylands,4811,ns,3449007
2202_a,2201,*,18,White,Never-married,*,United-States,Private,*,<=50K,ned,craker,0,nott street,noaddresstwo,marrickville,3182,wa,5131990
5368_a,5367,*,18,White,Never-married,*,United-States,Private,*,<=50K,bailey,higginson,61,tazewell circuit,noaddresstwo,essendon west,2443,qld,3946789
3432_a,3431,*,18,*,Never-married,*,United-States,*,*,<=50K,kelsey,bailey,224,mcquade close,quamby park,windsor gardens,5024,qld,4953196
2856_a,2855,*,18,*,Never-married,*,United-States,*,*,<=50K,apbe,sommefs,0,kaupefsztdreet,cardinal freeman vlge,nosuburb,6401,nostate,7615521
1790_a,1789,*,18,*,Never-married,*,United-States,*,*,<=50K,holly,banks,15,leach street,noaddresstwo,strathfield,4551,nsw,6618897
3351_a,3350,*,18,*,Never-married,*,United-States,*,*,<=50K,dllob,heyqlhard,16,seymour place,noaddresstwo,clah mount,3269,vic,3105823
5473_a,5472,*,18,*,Never-married,*,United-States,*,*,<=50K,finn,rutter,26,carroll street,noaddresstwo,valentine,5018,vic,8857535
4447_a,4446,*,18,*,Never-married,*,United-States,*,*,<=50K,marleigh,harding,5,martens crescent,oceanearus,hodgson vale,3013,sa,9301390
191_a,190,*,18,*,spouse not present,*,United-States,Private,*,<=50K,eban,cowhan,336,rivettuxteet,dallise park,indooroopilly,4207,qld,4971133
2435_a,2434,*,18,*,spouse not present,*,United-States,Private,*,<=50K,lawson,wilson,22,knox street,noaddresstwo,banksia,2041,vic,9272201
5302_a,5301,*,18,*,spouse not present,*,United-States,Private,*,<=50K,annalise,thorsheim,7,osburn drive,noaddresstwo,kallangur,3129,vic,5777268
1891_a,1890,*,18,*,spouse not present,*,United-States,Private,*,<=50K,jomshua,zutautas,85,cavanaugh street,st francis vllage,glen ilris,5268,vic,7604755
2472_a,2471,*,18,*,spouse not present,*,United-States,Private,*,<=50K,marcus,batchelor,114,waterfield place,noaddresstwo,burleigh heads,4381,wa,2489263
1975_a,1974,*,18,White,Never-married,*,*,*,*,<=50K,jasmine,grover,273,pinkerton circuit,crana,ascot park,2010,wa,4386339
2825_a,2824,*,18,White,Never-married,*,*,*,*,<=50K,nogivenname,kemp,2,letters street,noaddresstwo,grovedale,4306,vic,6400851
631_a,630,*,18,White,Never-married,*,*,*,*,<=50K,katelin,white,88,gidabal street,noaddresstwo,mossman,2707,qld,8407623
4823_a,4822,*,18,White,Never-married,*,*,*,*,<=50K,jaek,foster,34,close hclifax,noaddresstwo,kirrwe,2229,sl,3765844
3851_a,3850,*,18,White,Never-married,*,*,*,*,<=50K,zarran,brandon-brown,3,custance street,beach house,beresford,2087,qld,6091477
166_a,165,*,18,White,Never-married,*,*,*,*,<=50K,lucy,bryej,12,amess place,noaddresstwo,randwick,3126,nostate,9135443
4755_a,4754,*,18,White,Never-married,*,United-States,Private,*,<=50K,jaiden,smith,3,si dbarnes crescent,tooar,hellyerc,3088,qld,5385124
726_a,725,*,18,White,Never-married,*,United-States,Private,*,<=50K,jessica,mcbratney,11,arthaldo court,reedy creek farm,tyabb,3186,nsw,1202150
156_a,155,*,18,White,Never-married,*,United-States,Private,*,<=50K,thomas,woolnough,28,namatjira drive,noaddresstwo,south guildford,3076,nostate,6367550
2847_a,2846,*,18,White,Never-married,*,United-States,Private,*,<=50K,tom,walktr,10,fullagarrzscent,noaddresstwo,richardon,4882,act,9452805
3980_a,3979,*,18,White,Never-married,*,United-States,Private,*,<=50K,sascha,funak,163,shackleton circuit,richlad hill,strathfield,3199,qdl,4255229
4646_a,4645,*,16-20,*,*,High School,United-States,Private,*,<=50K,benjamin,deull,5,tenison-woods circit,noaddresjstwo,lightning ridge,4053,qld,8591281
2110_a,2109,*,16-20,*,*,High School,United-States,Private,*,<=50K,jacqueline,miller,33,harpur place,noaddresstwo,delacombe,3915,nsw,1291900
4702_a,4701,*,16-20,*,*,High School,United-States,Private,*,<=50K,hannah,hunter,70,ballarat street,adeline rtrmnt vlg,seaford,4271,qld,3494957
3434_a,3433,*,16-20,*,*,High School,United-States,Private,*,<=50K,aryabella,jonsd,135,burkitt stretet,noadrdesstwo,rockahuphton,3195,vic,7904760
3117_a,3116,*,16-20,*,*,High School,United-States,Private,*,<=50K,madisanf,rogers,29,brownsmitt cresceynt,riletap ark,holde n hill,2747,vic,7662074
586_a,585,*,16-20,*,*,High School,United-States,Private,*,<=50K,natalee,nosurname,67,knox street,onaddresstwo,thornllugh,4359,vi,5166073
1466_a,1465,*,19,White,Never-married,*,United-States,Non-Government,*,<=50K,matthew,douglas,131,hodgson crescent,noaddresstwo,brighton north,5290,nsw,2302855
3759_a,3758,*,19,White,Never-married,*,United-States,Non-Government,*,<=50K,cindy,rawaon,10,noaddressone,noaddresstwo,southbank,3020,vicr,8191402
4864_a,4863,*,19,White,Never-married,*,United-States,Non-Government,*,<=50K,joe,wadr,18,bridgedrrweet,noaddresstwo,horwsah,3042,nsw,4959591
3539_a,3538,*,19,White,Never-married,*,United-States,Non-Government,*,<=50K,matilda,millrr,24,place guebdulu,noaddresstwo,ouyo,6006,nostate,8433790
3417_a,3416,*,19,White,Never-married,*,United-States,Non-Government,*,<=50K,courtbey,porqtmidnni,5,drive eucubene,noaddresstwo,225,mornington,nsw,1815184
5493_a,5492,*,19,White,Never-married,*,United-States,Private,Other,<=50K,ash,gordon,77,merriman crescent,noaddresstwo,willetton,6061,sa,2650465
5171_a,5170,*,19,White,Never-married,*,United-States,Private,Other,<=50K,emiuky,vinoecmt,60,laakia ztreet,noaddresstwo,pendle lthlil,7000,qld,9323653
4139_a,4138,*,19,White,Never-married,*,United-States,Private,Other,<=50K,lochlan,verdouw,58,murranji street,noaddresstwo,cannonvale,3178,nsw,3556674
4040_a,4039,*,19,White,Never-married,*,United-States,Private,Other,<=50K,jake,roeq,12,figg pclace,villa 32 brenywood vlge,caulfield north,3099,sa,1350400
468_a,467,*,19,White,Never-married,*,United-States,Private,Other,<=50K,macey,taylor,718,corinna street,noaddresstwo,altona north,2290,nostate,6693661
5395_a,5394,*,19,White,Never-married,*,United-States,Private,*,<=50K,nogivenname,robson,37,nicholas street,noaddresstwo,pine mountain,2234,vic,6158309
4845_a,4844,*,19,White,Never-married,*,United-States,Private,*,<=50K,nogivenname,heald,44,clive steele avenue,noaddresstwo,bermagui,2207,qo,8712013
4879_a,4878,*,19,White,Never-married,*,United-States,Private,*,<=50K,emerhjon,dowing,79,muir clde,noaddresstwo,scarborough,2109,qld,4024457
2423_a,2422,*,19,White,Never-married,*,United-States,Private,*,<=50K,jasper,ngray,1,aitken cfcruit,noaddresstw,belose,3000,ndw,5281664
2503_a,2502,*,19,White,Never-married,*,United-States,Private,*,<=50K,kylie,davey,1,a'beckett street,noaddresstwo,birmingham gardens,2177,vic,6524291
997_a,996,*,19,White,spouse not present,*,United-States,*,*,<=50K,aidan,harding,0,fraser place,noaddresstwo,lady barron,2850,nostate,1220351
2487_a,2486,*,19,White,spouse not present,*,United-States,*,*,<=50K,lachlan,bate,2,edmond close,noaddresstwo,wauchope,5540,vic,7317432
5014_a,5013,*,19,White,spouse not present,*,United-States,*,*,<=50K,finn,jones,9999,postle circuit,noaddresstwo,brighton,3109,qld,2106326
1897_a,1896,*,19,White,spouse not present,*,United-States,*,*,<=50K,erin,banks,26,canaway place,noaddresstwo,dalkeith,3083,nsw,4006094
3139_a,3138,*,19,White,spouse not present,*,United-States,*,*,<=50K,alysha,donvsm,8,jaeger ciiduit,merungie,maroochydore,6155,nsw,3839803
4903_a,4902,*,19,White,spouse not present,*,United-States,*,*,<=50K,wallace,branwln,90,noaddressone,wyamah,east maitland,6235,vic,1554025
4913_a,4912,*,19,*,Never-married,*,United-States,*,*,<=50K,james,hanson,30,brereton street,noaddresstwo,south melbourne,2761,nsw,4275335
4191_a,4190,*,19,*,Never-married,*,United-States,*,*,<=50K,hannah,abbtot,10,stieglitz circuit,noaddresstwo,padstwo,4200,nx,2785448
1446_a,1445,*,19,*,Never-married,*,United-States,*,*,<=50K,ridley,pollard,0,bungonksgstreet,noaddresstwo,gave,7330,nostate,3543187
1279_a,1278,*,19,*,Never-married,*,United-States,*,*,<=50K,philiops,huisman,2,guningjpkace,noaddresstwo,blaxknadj,6084,wa,7224293
2535_a,2534,*,19,*,Never-married,*,United-States,*,*,<=50K,jacob,gill,442,carbeen street,noaddresstwo,marks point,2402,sa,8287006
26_a,25,*,19,White,Never-married,*,North America,*,*,<=50K,emiily,marptin,24,faulkner place,taatooke,hnedra,4006,vic,4363680
3661_a,3660,*,19,White,Never-married,*,North America,*,*,<=50K,nogievnname,mucgowdln,90,tauchert stireet,mangiri,merinda,4270,act,9176384
2865_a,2864,*,19,White,Never-married,*,North America,*,*,<=50K,kyah,sjoberf,46,redcliff sxreet,noaddresstwo,hermit park,4869,nsw,9070984
3514_a,3513,*,19,White,Never-married,*,North America,*,*,<=50K,kobe,tachsl,293,noaddressone,bellfielddstation,elizabeth bay,3672,nsw,3827393
5407_a,5406,*,19,White,Never-married,*,North America,*,*,<=50K,joshua,neal,5,gye place,lesaileen,lavington,2430,vic,1146205
1617_a,1616,*,19,White,Never-married,*,North America,*,*,<=50K,nogivenname,bafk,24,arabana sfreet,noaddresstwo,findon,2340,nsw,4055362
2497_a,2496,*,19,White,*,*,North America,Private,*,<=50K,nogivenname,macdoaqld,11,mathiesone crescent,noaddresstwo,irvinebank,6203,vic,9462599
1555_a,1554,*,19,White,*,*,North America,Private,*,<=50K,fergus,nesterczuk,11,tambo street,noaddresstwo,green hills,3131,wa,3843814
36_a,35,*,19,White,*,*,North America,Private,*,<=50K,jpe,cahogson,5,sheehan street,regency park estat,east lindfield,3350,qld,2002984
1379_a,1378,*,19,White,*,*,North America,Private,*,<=50K,amy,pooley,49,oxley street,cacia downs,nhill,2023,nsw,2660096
1915_a,1914,*,19,White,*,*,North America,Private,*,<=50K,sam,branford,35,leith place,cardinal gilroy vlge,wahroonga,3925,qld,7079955
3671_a,3670,*,19,White,Never-married,*,North America,*,*,<=50K,flynn,aillapan,10,bendigo street,fernhill,glenalta,2031,vic,6380335
4378_a,4377,*,19,White,Never-married,*,North America,*,*,<=50K,caitlin,drummond,12,chippindall circuit,canaans land,greenwith,2145,nsw,1311192
811_a,810,*,19,White,Never-married,*,North America,*,*,<=50K,thomas,stoddart,7,heard street,wishart village,caringbah,3032,nsw,7634305
2870_a,2869,*,19,White,Never-married,*,North America,*,*,<=50K,tuscany,atkins,62,federal highway,arbour cottage,kilburn,4868,nostate,6249913
5242_a,5241,*,19,White,Never-married,*,North America,*,*,<=50K,greco,shelbey,46,bunbury street,noaddresstwo,waroona,2153,vif,8044171
5243_a,5242,*,19,White,Never-married,*,North America,*,*,<=50K,wade,lord,9,lomman place,noaddresstwo,carnegie,2161,nsw,5821326
5413_a,5412,*,19,*,Never-married,*,United-States,*,Other,<=50K,tiahana,nosurname,3,troughton street,noaddresstwo,morayfield,7250,nsw,4998592
2364_a,2363,*,19,*,Never-married,*,United-States,*,Other,<=50K,carla,thomson,6,ngunawal drive,noaddresstwo,millicent,4370,qld,1200395
1676_a,1675,*,19,*,Never-married,*,United-States,*,Other,<=50K,nellie,richardson,1,hicks street,neath,hoppers crossing,2068,qld,8954202
234_a,233,*,19,*,Never-married,*,United-States,*,Other,<=50K,daniel,sykes,9,burin street,warrane college,dandenong,4114,qld,2102274
4587_a,4586,*,19,*,Never-married,*,United-States,*,Other,<=50K,xavier,leech,7,gardiner street,green gums,mount gravatt east,3699,qld,1192533
991_a,990,*,19,White,Never-married,*,North America,Non-Government,*,<=50K,chevonne,woodhall,348,ross smith crescent,trevailler,airlie beach,2131,nsw,1232838
4995_a,4994,*,19,White,Never-married,*,North America,Non-Government,*,<=50K,dillon,liceg,21,kellermann close,bulgamarra station,carloae,6430,vic,5778822
644_a,643,*,19,White,Never-married,*,North America,Non-Government,*,<=50K,catherine,hadaow,8,ovens street,calvary campus,cremfrne,2535,ncw,5210081
133_a,132,*,19,White,Never-married,*,North America,Non-Government,*,<=50K,jaime,mcgovern,43,goa place,noaddresstwo,mannering park,6343,nostate,5235208
4517_a,4516,*,19,White,Never-married,*,North America,Non-Government,*,<=50K,noah,hean,14,miller street,noaddresstwo,lake tyers,3150,vic,7586765
2192_a,2191,*,19,*,spouse not present,*,United-States,*,*,<=50K,brandon,wallace,90,noaddressone,wyamah,east maitland,6210,vic,1554025
5021_a,5020,*,19,*,spouse not present,*,United-States,*,*,<=50K,jackson,pooel,105,luehmanhstreet,noaddresstwo,manly va le,2620,sa,8225407
3458_a,3457,*,19,*,spouse not present,*,United-States,*,*,<=50K,emma,shore,4,middleton circuit,noaddresstwo,mitcham,3020,wa,3518582
5025_a,5024,*,19,*,spouse not present,*,United-States,*,*,<=50K,micbel,brooks,295,meehan ga rden,oaddresstwo,braypraks,3977,sa,8565956
3485_a,3484,*,19,*,spouse not present,*,United-States,*,*,<=50K,emiily,wright,1,mcdougall street,noaddresstwo,penshurst,0nan,qld,1382473
