index,ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
25_a,24,Male,56,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Tech-support,>50K,jaime,palmer,10,prendergast street,noaddresstwo,dianella,4019,nsw,3743869
26_a,25,Male,19,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,emiily,marptin,24,faulkner place,taatooke,hnedra,4006,vic,4363680
27_a,26,Male,39,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,cooyd,denxi,4866,callaway crescent,noaddresgstwo,capmsie,5072,nsw,6036205
28_a,27,Male,49,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,sophke,cloam,77,melba tsreet,noaddresstwo,marrickville,6350,qld,9521136
29_a,28,Male,23,White,Never-married,Assoc-acdm,United-States,Local-gov,Protective-serv,<=50K,monique,barclay,4,nott street,port macquarie osteopathic centre,mill park,3020,nsw,8999179
30_a,29,Male,20,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,dylan,lines,2,kellermah close,bulgamarra station,6430,carlisle,vi,5778822
31_a,30,Male,45,White,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K,connor,oates,36,noaddressone,noaddresstwo,benowa,2010,nsw,9992707
32_a,31,Male,30,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Adm-clerical,<=50K,caitlin,glynnis,20,shumack street,noaddresstwo,plympton,2016,vic,5902389
33_a,32,Male,22,Black,Married-civ-spouse,Some-college,United-States,State-gov,Other-service,<=50K,cayn,arthur,110,downds phalce,seaspray terrace,trott park,4857,nsw,5966789
34_a,33,Male,48,White,Never-married,11th,Puerto-Rico,Private,Machine-op-inspct,<=50K,liam,rogers,12,jansz crescent,noaddresstwo,rochester,4565,sa,8445557
35_a,34,Male,21,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,fraser,pamkal,465,maranboy street,goswood,ryde,6010,wa,4542204
36_a,35,Female,19,White,Married-AF-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,jpe,cahogson,5,sheehan street,regency park estat,east lindfield,3350,qld,2002984
37_a,36,Male,48,White,Married-civ-spouse,Assoc-acdm,United-States,Self-emp-not-inc,Prof-specialty,<=50K,jack,mccrzigt,29,boldrewood street,figtree gardems caravn park,west pencqtn hills,4828,qld,7454496
38_a,37,Male,31,White,Married-civ-spouse,9th,United-States,Private,Machine-op-inspct,<=50K,sophie,morreis,106,molonglo mall,noaddresstwo,bundoora,4217,nsw,4827733
39_a,38,Male,53,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,<=50K,jessica,seelet,5,mcdermottwtreet,noaddresstwo,enoggdjra,3840,vic,9706260
40_a,39,Male,24,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K,sarah,mccallum,67,downward place,villa 37,christmas island,3314,qld,2284745
41_a,40,Female,49,White,Separated,HS-grad,United-States,Private,Adm-clerical,<=50K,tristan,klassen,0,thermeda place,noaddresstwo,invermay,2730,vic,9441747
42_a,41,Male,25,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,ryan,haddad,13,chambers street,noaddresstwo,bentleigh,2282,nostate,6238308
43_a,42,Male,57,Black,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,>50K,reegan,ibrow,75,lampard ircuit,noaddressto,charmhavenh,2445,nostate,4548445
44_a,43,Male,53,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,zane,nealaly,210,salmnd sreet,oaddresstwo,golbnr,2354,veic,9062571
45_a,44,Female,44,White,Divorced,Masters,United-States,Private,Exec-managerial,<=50K,isabelle,cobley,5,o'sullivan street,noaddresstwo,prevelly,7315,qld,6161501
46_a,45,Male,41,White,Married-civ-spouse,Assoc-voc,United-States,State-gov,Craft-repair,<=50K,ka,climws,8,heagney oescent,lapston,quenabuyan,7900,nsw,5585835
47_a,46,Male,29,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K,isaebella,fnacsali,10,snowy place,noaddresstwo,wembkley,3192,nsw,7664299
48_a,47,Female,25,Other,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,shelby,kenney,184,mcdougall street,glen alvie,roma,2782,nsw,2909429
49_a,48,Female,47,White,Married-civ-spouse,Prof-school,Honduras,Private,Prof-specialty,>50K,takarh,mutqgh,332,rosenthal street,brooklyn,sefon,3138,vn,5779947
50_a,49,Male,50,White,Divorced,Bachelors,United-States,Federal-gov,Exec-managerial,>50K,matthew,dkuylga,137,hodgson cresscent,noaddruesstwo,brighton north,5209,nsw,2302855
51_a,50,Male,47,White,Divorced,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K,lucas,lecah,6,stronqg place,noddresstwo,reservoir,2060,vic,2097906
52_a,51,Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K,isobel,ashley,12,eales place,noaddresstwo,blackwall,2567,nsw,7158507
53_a,52,Male,46,White,Married-civ-spouse,5th-6th,Mexico,Private,Machine-op-inspct,<=50K,bella,harvey,8,drevermann street,elrancho,nelia gaali,4655,vic,2051153
54_a,53,Male,35,White,Married-civ-spouse,Assoc-voc,Puerto-Rico,Private,Other-service,<=50K,stephanie,mackbtyre,10,sherbrooke street,bishops wood,palmerchs oky,4840,qld,1866031
55_a,54,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,mya,wilson,1,guthridge crescent,raafa estate,myall,5035,qld,1895781
56_a,55,Male,30,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,seamus,waters,3,tasmania circle,amp bldg,south grafton,3197,vic,4555273
57_a,56,Male,30,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,talia,erbsland,12,de lissa street,noaddresstwo,baulkham hills,2097,wa,3077323
58_a,57,Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,beth,rathmajn,81,langdon avenue,naddresstwo,nosuburb,3048,sa,9487105
59_a,58,Male,42,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K,lucy,mccombes,13,williamson street,noaddresstwo,wooloowin,6062,nostate,4062264
60_a,59,Male,29,White,Divorced,Some-college,United-States,Private,Tech-support,<=50K,grxw,jasm,96,oakey crehj road,noaddresstwo,nosuburb,2068,qld,7617042
61_a,60,Male,36,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,riley,summers,14,warren place,noaddresstwo,withers,6102,nsw,1709631
62_a,61,Female,28,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,lucu,brayh,11,mirrabuccw wrescent,noaddresstwo,randwck,3126,nostate,9189443
63_a,62,Female,53,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K,lucas,hanba,1,collings street,noaddresstwo,heathmont,6155,vic,2885368
64_a,63,Male,49,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K,jessica,avery,42,bendigo street,quartpot,currajong,4216,nsw,3335868
65_a,64,Male,19,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,justin,crocker,31,tunney crescent,waldhugel,singleton heights,7310,nsw,4026964
66_a,65,Female,31,Black,Separated,Bachelors,United-States,Private,Sales,<=50K,jack,cojrt,20,boldrewood street,noaddresstwo,west pennawnt hills,4883,qld,7457496
67_a,66,Male,29,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,>50K,szophie,rendell,114,wattle dfreet,noaddresstwo,toowoomba,2750,vci,3487585
68_a,67,Male,23,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,joel,sandow,23,conley drive,elizamay,south yarra,2107,nsw,6409031
69_a,68,Male,79,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K,tykrr,speglic,3,becke place,noaddresstwo,nosuburb,3163,nsw,8886450
70_a,69,Male,27,White,Never-married,HS-grad,Mexico,Private,Other-service,<=50K,sulih,kayal,80,marcus cltakr street,glen eira,withcptt,3186,vic,2191533
71_a,70,Male,40,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,louise,richardson,5,challinor crescent,rocky top,cranbrook,2131,nsw,3333599
72_a,71,Female,18,White,Never-married,11th,United-States,Private,Other-service,<=50K,rourke,boeywn,36,goodchild street,noaddresstwo,westdale,5407,qkkm,4702729
73_a,72,Male,31,White,Married-civ-spouse,7th-8th,United-States,Local-gov,Farming-fishing,<=50K,teaha,meyd,7,gow steet,noaddresstwo,culgoa,4026,nsw,3245174
74_a,73,Male,18,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,stephen,gasiorek,52,howard street,lake veterinary hospital,thomson,7020,vic,7355255
75_a,74,Male,52,White,Married-civ-spouse,Bachelors,Cuba,Private,Other-service,<=50K,lim,stiriulg,2,kirkwood crescent,noaddresstwo,nosuburb,2842,wa,1615883
76_a,75,Female,46,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K,stephanie,jones,3,lynch street,noaddresstwo,padstow,6020,nsw,2627839
77_a,76,Male,59,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,timothy,mcbride,51,somerset street,noaddresstwo,meadowbrook,6395,vic,1164233
78_a,77,Female,44,White,Divorced,HS-grad,United-States,Private,Craft-repair,>50K,mikaela,raadts,64,jerrabomberra avenue,noaddresstwo,loganlea,2902,nsw,3222010
79_a,78,Female,53,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,karissa,nahrup,4,cutlack street,noaddresstwo,caboolture,6027,sa,7939039
80_a,79,Male,49,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Protective-serv,>50K,ethal,myles,25,andadobppace,clonalton,eastsdney,2330,sa,6518832
81_a,80,Male,33,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K,jade,houdek,64,argyle square,stoneygate,macgregor,2142,nsw,9316948
82_a,81,Male,30,White,Never-married,9th,United-States,Private,Sales,<=50K,kailey,bruce,73,habgood place,noaddresstwo,leederville,3156,nsw,8500272
83_a,82,Female,43,White,Never-married,Doctorate,United-States,Federal-gov,Prof-specialty,>50K,charlie,mcculloch,34,noaddressone,noaddresstwo,nosuburb,3757,vic,7260600
84_a,83,Male,57,White,Married-civ-spouse,Assoc-voc,United-States,Private,Prof-specialty,<=50K,hayley,nosurname,20,armstronlgerscent,noaddresstwo,berowra saters,3958,nostate,7389968
85_a,84,Female,37,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,alexandra,jones,41,musgrave street,noaddresstwo,cambooya,3127,vic,7898167
86_a,85,Female,28,Black,Divorced,Some-college,United-States,Private,Machine-op-inspct,<=50K,madison,rogers,92,brownsmith crescent,rileta park,holden ill,2776,vix,7665284
87_a,86,Male,34,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Protective-serv,>50K,taj,steonme,35,halford cprescent,noaddresstwo,lennoc head,3936,qld,5550141
88_a,87,Male,29,White,Never-married,Some-college,United-States,Local-gov,Handlers-cleaners,<=50K,logan,jancek,409,enright crescent,noaddresstwo,bridgetown,5076,qld,1424248
89_a,88,Male,48,White,Married-civ-spouse,Doctorate,United-States,Self-emp-not-inc,Prof-specialty,>50K,thomas,gauci,10,nuyts street,minbalup,box hill south,3003,vu,5019745
90_a,89,Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,apri,tanasfm,38,coninghzjpstreet,warra warra,moulamein,2380,snw,4829233
91_a,90,Female,48,White,Divorced,Assoc-acdm,England,Private,Exec-managerial,<=50K,samuel,neumnan,28,mindarie strete,noaddresstwo,corio,5072,nspw,4985032
92_a,91,Male,32,Black,Never-married,HS-grad,United-States,Federal-gov,Other-service,<=50K,emciily,kennett,1,baradacrescent,simpsno,shailer park,5416,nsw,9232398
93_a,92,Male,76,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,william,nosurname,39,discovery street,noaddresstwo,eltham,6172,tas,7105163
94_a,93,Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,mitchell,risson,7,wise street,noaddresstwo,mount louisa,2423,sa,9564305
95_a,94,Female,47,White,Never-married,Masters,United-States,Self-emp-not-inc,Prof-specialty,<=50K,nogivenname,brooksby,261,william hudson crescent,noaddresstwo,thorpdale,3181,qld,9966061
96_a,95,Female,20,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,isabsle,smitlg,10,bclackburn treet,noaddresstwo,manifold hights,4068,snw,4934809
97_a,96,Male,29,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,zachady,couzner,175,axon syreet,noaddresstwo,wingham,2474,nsw,5020618
98_a,97,Male,32,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,>50K,soz,barnett,6,magenta sqjare,kapenkara,tamworth,4408,vic,1005680
99_a,98,Male,30,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,daniel,burns,41,hobday place,noaddresstwo,griffith,2205,vic,6069244
100_a,99,Female,31,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,<=50K,malakai,grant,225,faithfull circuit,the grange caravn park,tarago,5109,nsw,3208534
101_a,100,Male,42,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,samur,o'neill,36,hansen ircuit,noaddresstwo,sevenshills,5112,vic,9775092
102_a,101,Male,24,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,tate,milic h,9,noaddressone,noaddresstwo,primrlsesands,3217,vic,9371251
103_a,102,Male,38,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K,meagan,chambers,19,tregear close,three sisters,killingworth,2010,nsw,4992673
104_a,103,Male,56,White,Married-civ-spouse,HS-grad,Canada,Self-emp-not-inc,Other-service,>50K,wiklm,ward,9,noaddressone,noaddresstwo,dunedoo,4054,nsw,8423161
105_a,104,Female,28,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,sophie,clements,18,narryer close,noaddresstwo,canning vale,3139,vic,2328340
106_a,105,Female,36,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,sarah,laycock,243,hodgson crescent,noaddresstwo,port augusta,4018,nsw,3359404
107_a,106,Male,53,White,Married-civ-spouse,9th,United-States,Private,Handlers-cleaners,<=50K,nathan,mostert,74,macindoe place,st catherines host,kirwan,2151,nsw,9507155
108_a,107,Male,56,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,<=50K,april,smith,281,belconnen way,byron bay specialist centre,oakleigh,4151,vic,2176362
109_a,108,Male,49,Black,Married-civ-spouse,Assoc-voc,United-States,Local-gov,Craft-repair,>50K,mikayla,woodbridge,2,fawkner street,brillig,monto,7109,vinc,6123657
110_a,109,Male,55,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,taylah,smith,9,hurley street,emohruo,west pymble,5013,nostate,7460729
111_a,110,Male,22,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,emiily,kaehne,155,millen street,noaddresstwo,bundoora,3178,qld,3267700
112_a,111,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,oliver,harte,22,byron court,noaddresstwo,sunnybank,2166,vic,2757681
113_a,112,Male,40,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K,talan,kerr,1,warrai place,dragon rising,ferny grfe,4115,nsw,9087683
114_a,113,Male,30,Black,Never-married,Bachelors,Germany,Private,Exec-managerial,<=50K,jayden,cox,84,hooker street,noaddresstwo,wagga wagga,3844,nsw,7956819
115_a,114,Male,29,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,>50K,nataia,horob,359,mcculreqsffeet,naddresstwo,mountdamrtha,2132,w,8200621
116_a,115,Male,19,Black,Never-married,Some-college,United-States,Private,Other-service,<=50K,danielle,boevink,4,boothby place,bellorama hostel,nosuburb,3126,nostate,6207650
117_a,116,Female,47,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,go,redman,4,wnaller x escent,bellingham estate,pacgific paradise,0812,qld,4784422
118_a,117,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,nogivenname,bernmardo,9,trottiplace,raywood,carnegie,6054,nostate,2564573
119_a,118,Male,31,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,>50K,james,huynh,12,jeffcott place,noaddresstwo,alfords point,3140,nsw,4572637
120_a,119,Male,39,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,lyfaa,eastoood,61,castlereagh crescent,noaddresstwo,bridgewater,3112,nsw,4684366
121_a,120,Female,28,White,Never-married,Assoc-acdm,United-States,Private,Sales,<=50K,joshua,wentworth,4,blackman crescent,plbara,scarboroguh,5606,vi,1252550
122_a,121,Female,24,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,amelie,lucau,32,glossop crsecent,wets hostel,bethania,5048,vci,8959425
123_a,122,Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,gabreille,vawser,25,ennor rescent,blevoria,carlingford,2035,sa,9153277
124_a,123,Male,37,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,timmh,padeg,500,arthuer circle,noaddresstow,yr,2190,nsw,4319909
125_a,124,Female,46,Black,Divorced,Assoc-acdm,United-States,Private,Tech-support,<=50K,lily,romer,16,adey place,noaddresstwo,camden,6281,nsw,7641173
126_a,125,Male,38,White,Married-civ-spouse,Masters,Iran,Federal-gov,Prof-specialty,>50K,zali,baker,22,dunrossil drive,noaddresstwo,bondi,3199,nsw,8624529
127_a,126,Male,43,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,kyle,atityavongse,32,wilkins street,noaddresstwo,thornton,2612,nsw,6207512
128_a,127,Female,27,White,Married-civ-spouse,Assoc-voc,United-States,Private,Adm-clerical,<=50K,sophie,slater,18,elimatta street,woodside,st ives,3148,nostate,4620824
129_a,128,Male,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,taylah,hoare,58,chewings street,moquet house,alphington,3187,qld,6102524
130_a,129,Male,49,Asian-Pac-Islander,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,xepheren,makarenko,4,serpentine street,noaddresstwo,croydon north,3178,nsw,4298677
131_a,130,Male,61,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,<=50K,georgeu,webbbr,9,blamey mrescent,noaddresstwo,parkdle,3199,nsw,4038823
132_a,131,Female,27,White,Never-married,Some-college,United-States,Private,Sales,<=50K,samantha,crawford,68,baldwin drive,glenveagh,wahroonga,2530,vic,2744277
133_a,132,Male,19,White,Never-married,Some-college,Mexico,Private,Other-service,<=50K,jaime,mcgovern,43,goa place,noaddresstwo,mannering park,6343,nostate,5235208
134_a,133,Female,45,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,>50K,charlotte,rasmus,55,earle place,noaddresstwo,deniliquin,3465,vic,5147784
135_a,134,Male,70,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,jack,massey,3,larcombe crescent,mountlea,helensvale,4670,qld,1299269
136_a,135,Female,31,Black,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,petre,whitson,3,tillyard dirve,noaddresstwo,awrrimoo,2340,nsw,1303936
137_a,136,Male,22,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,<=50K,ashleigh,remeeis,1808,kelleway avenue,noaddresstwo,briagolong,3507,nostate,4285331
138_a,137,Female,36,White,Widowed,HS-grad,United-States,Private,Other-service,<=50K,lucas,madden,0,hale place,robina shopping village,wolffdene,3850,nostate,6815395
139_a,138,Male,64,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,<=50K,lucas,carlton,517,maccallum circuit,noaddresstwo,ryde,2049,nostate,8968690
140_a,139,Female,47,White,Divorced,Some-college,Mexico,Local-gov,Adm-clerical,<=50K,joel,bain,570,bennwtt freda circuit,noaddresstwo,stanthrpe,3067,voc,7280984
141_a,140,Female,34,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,libby,campbell,60,arabanoo crescent,the haven,darra,6530,qld,5996564
142_a,141,Female,33,Asian-Pac-Islander,Never-married,Bachelors,Philippines,Private,Exec-managerial,<=50K,llian,wpalsh,119,myers place,fairoak,apra hills,2163,qld,8585239
143_a,142,Male,21,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,fraswu,shertcock,12,weigallcplace,noaddresstwo,balwyn orth,5772,nostate,3795450
144_a,143,Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,thomas,low,117,moruya circuit,noaddresstwo,brighton,3033,nsw,2957080
145_a,144,Male,23,White,Never-married,Bachelors,United-States,Private,Handlers-cleaners,<=50K,danil,williams,16,oaddressone,noaddresstwo,casula,2473,vic,6077441
146_a,145,Male,71,Black,Separated,Some-college,United-States,Self-emp-not-inc,Sales,<=50K,sarah,barbaro,54,drysdale circuit,noaddresstwo,rosebank,3150,qld,4117804
147_a,146,Male,29,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,sarah,trepka,80,burdett crescent,noaddresstwo,quilpie,3214,qld,9578846
148_a,147,Male,42,Black,Separated,Bachelors,United-States,Private,Other-service,<=50K,cooper,young,49,knox street,kymrock,marmion,2280,nostate,6840803
149_a,148,Female,25,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,kyle,hawkins,118,noaddressone,noaddresstwo,greensborough,5290,nsw,9860417
150_a,149,Female,44,Asian-Pac-Islander,Divorced,Masters,United-States,Self-emp-inc,Exec-managerial,<=50K,lauren,salt,156,downward place,noaddresstwo,thagoona,2350,nsw,7941033
151_a,150,Female,28,Asian-Pac-Islander,Never-married,HS-grad,England,Private,Exec-managerial,<=50K,ewan,millea,65,tenison-woods icrcuit,noaddreisstwo,auburn,3178,wa,2098801
152_a,151,Male,45,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Sales,>50K,jordan,tereshun,40,hurley stret,noaddresstwo,woodriduge,2453,nostte,1608601
153_a,152,Female,36,White,Divorced,Some-college,Mexico,Private,Other-service,<=50K,bailey,gustini,50,wrixon street,noaddresstwo,serviceton,6415,nsw,1013899
154_a,153,Male,39,White,Never-married,Assoc-acdm,United-States,Federal-gov,Exec-managerial,<=50K,marlee,baraglia,20,hurtle avenue,noaddresstwo,hahndorf,2765,nsw,8170820
155_a,154,Male,46,White,Widowed,Masters,United-States,State-gov,Protective-serv,<=50K,miakyla,smith,1727,deasilly crescent,noadydresstwo,jolimont,7010,nsw,1340621
156_a,155,Male,18,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,thomas,woolnough,28,namatjira drive,noaddresstwo,south guildford,3076,nostate,6367550
157_a,156,Female,66,White,Widowed,Assoc-voc,United-States,Local-gov,Prof-specialty,<=50K,matthew,musolino,31,smalley circuit,noaddresstwo,neutral bay,2285,vic,5048566
158_a,157,Male,27,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,tomlmie,pieakis,6,nangor street,sarah court,hallam,2573,sa,3611379
159_a,158,Male,28,White,Married-civ-spouse,HS-grad,United-States,State-gov,Protective-serv,<=50K,vianca,walkher,39,schonell circuit,aruma lodge,odl erowapal bay,3610,nws,3088300
160_a,159,Male,51,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,dante,calvert,40,barton highway,noaddresstwo,leederville,7331,vic,1786092
