index,ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
661_a,660,*,19,White,Never-married,*,North America,*,*,<=50K,josh,mckesvar,33,were street,sunny crest,narre wzardren,3041,wa,9674139
133_a,132,*,19,White,Never-married,*,North America,*,*,<=50K,jaime,mcgovern,43,goa place,noaddresstwo,mannering park,6343,nostate,5235208
997_a,996,*,19,White,spouse not present,*,United-States,*,*,<=50K,aidan,harding,0,fraser place,noaddresstwo,lady barron,2850,nostate,1220351
1312_a,1311,*,19,White,spouse not present,*,United-States,*,*,<=50K,thomas,lewis,7,coranderrk street,noaddresstwo,tom price,2132,nsw,1513922
552_a,551,*,19,White,spouse not present,*,United-States,*,*,<=50K,jakc,goldbuoerg,3,sharwoodcescent,rockybank,ashmore,5043,nsw,1631675
1271_a,1270,*,19,White,Never-married,*,United-States,Private,*,<=50K,kylee,farnden,50,dugdale street,byalla downs,summerland point,2315,vic,6026462
811_a,810,*,19,White,Never-married,*,United-States,Private,*,<=50K,thomas,stoddart,7,heard street,wishart village,caringbah,3032,nsw,7634305
1051_a,1050,*,19,White,Never-married,*,United-States,Private,*,<=50K,elizabeth,cooper,20,brain street,koah lodge,ocean grove,2299,tas,5629489
991_a,990,Male,19,White,Never-married,*,United-States,Non-Government,*,<=50K,chveonne,woodhall,348,ross smitzh crescent,trevailler,airlie beqach,2131,nsw,1232838
1466_a,1465,Male,19,White,Never-married,*,United-States,Non-Government,*,<=50K,matthew,douglas,131,hodgson crescent,noaddresstwo,brighton north,5290,nsw,2302855
1379_a,1378,Male,19,White,Never-married,*,United-States,Non-Government,*,<=50K,amy,pooley,49,oxley street,cacia downs,nhill,2023,nsw,2660096
36_a,35,*,16-20,White,*,*,United-States,Private,Other,<=50K,jpe,cahogson,5,sheehan street,regency park estat,east lindfield,3350,qld,2002984
1038_a,1037,*,16-20,White,*,*,United-States,Private,Other,<=50K,erin,leahy,0,mccann street,noaddresstwo,broken hill,7006,vic,8516669
923_a,922,*,16-20,White,*,*,United-States,Private,Other,<=50K,georgia,lansdell,56,banfield street,noaddresstwo,maleny,6525,qld,5291848
521_a,520,*,20,*,Never-married,*,United-States,*,*,<=50K,charlee,fish,15,spring range road,homestead,innisfail,2650,qld,1845933
1068_a,1067,*,20,*,Never-married,*,United-States,*,*,<=50K,lewuis,rajkokfic,2,gurubun close,noaddresstwo,como,2041,nsw,7219824
349_a,348,*,20,*,Never-married,*,United-States,*,*,<=50K,phillip,peatey,182,blamey crescent,noaddresstwo,tallong,6233,nostate,7446115
639_a,638,Male,20,White,Never-married,Higher education,United-States,Private,*,<=50K,joel,bain,907,hinchcliffe place,noaddresstwo,stanthofpe,3067,vic,7589506
1052_a,1051,Male,20,White,Never-married,Higher education,United-States,Private,*,<=50K,abbey,woods,29,noaddressone,charmwoods,grose vale,4519,wa,5183947
1081_a,1080,Male,20,White,Never-married,Higher education,United-States,Private,*,<=50K,benjamin,madden,3,deamer crescent,aprt 2,rockdale,2263,qld,8227384
417_a,416,*,20,White,*,*,United-States,Private,*,<=50K,nogivenname,forwt,214,spencerstreet,noadrdesstwo,pot adelaide,7315,nsw,3786903
1223_a,1222,*,20,White,*,*,United-States,Private,*,<=50K,aylor,smallacombe,8,sinclair street,oatlandns,chain valey bay,2041,nostate,7581541
1402_a,1401,*,20,White,*,*,United-States,Private,*,<=50K,sam,parsons,69,knoke avenue,noaddresstwo,hawks nest,2217,nsw,8631760
1404_a,1403,*,20,*,Never-married,Some-college,United-States,Private,Nontechnical,<=50K,irene,jenkkns,1,chipperfielrcircuit,rp 858240,hillowod,4221,vkq,3993163
30_a,29,*,20,*,Never-married,Some-college,United-States,Private,Nontechnical,<=50K,dylan,lines,2,kellermah close,bulgamarra station,6430,carlisle,vi,5778822
613_a,612,*,20,*,Never-married,Some-college,United-States,Private,Nontechnical,<=50K,jake,kemp,48,jabanungga avenue,boronia,essendon,4740,nostate,9661187
129_a,128,Male,20,White,Never-married,Some-college,United-States,Private,*,<=50K,taylah,hoare,58,chewings street,moquet house,alphington,3187,qld,6102524
600_a,599,Male,20,White,Never-married,Some-college,United-States,Private,*,<=50K,noah,rodger,90,jingara cottage,noaddresstwo,cleveland,7249,sa,9450826
1117_a,1116,Male,20,White,Never-married,Some-college,United-States,Private,*,<=50K,michael,nicjlas,9,carara close,dandry station,balmai,3262,qld,5085294
414_a,413,*,20,White,Never-married,Higher education,United-States,*,*,<=50K,riley,gruennagel,42,temperley street,lilyvale park,goulburn,7467,qld,6210453
952_a,951,*,20,White,Never-married,Higher education,United-States,*,*,<=50K,jenna,flland,93,dixon drbive,noaddresstwo,chelesa,2540,qld,1651717
670_a,669,*,20,White,Never-married,Higher education,United-States,*,*,<=50K,amhsr,jonrs,44,oliver street,noaddresstwo,tweed heads west,3472,sa,2099511
1258_a,1257,*,20,White,Never-married,*,United-States,Private,*,<=50K,felicity,charhpck,32,groom street,noaddresstwo,tolga,3133,nostate,8045182
890_a,889,*,20,White,Never-married,*,United-States,Private,*,<=50K,marleigh,retsas,6,noaddressone,ellematta,carrick,4356,nsw,9115507
1382_a,1381,*,20,White,Never-married,*,United-States,Private,*,<=50K,rohan,hartill,40,noaddressone,nursing home,eagle heights,2518,nsw,4480284
372_a,371,*,20,White,Never-married,*,United-States,Private,*,<=50K,gracc,jaqes,9,oakey reek road,noaddresstwo,nosubuurb,2068,wqlc,7617225
237_a,236,*,20,White,Never-married,*,United-States,Private,*,<=50K,sarah,telford,0,hardman street,noaddresstwo,hamilton,3150,qld,7676413
1172_a,1171,*,20,White,Never-married,*,United-States,Private,*,<=50K,chloe,hendry,6,knoke avenue,flowerdale,stockton,6081,nostate,4247563
964_a,963,*,20,White,*,Some-college,United-States,Private,*,<=50K,shae,loprete,91,parkin street,villa 25,buderim,4879,vic,8216161
391_a,390,*,20,White,*,Some-college,United-States,Private,*,<=50K,erin,poulain,18,mcarthur place,noaddresstwo,nicholls,5073,vic,3992586
1215_a,1214,*,20,White,*,Some-college,United-States,Private,*,<=50K,liam,fiser,65,durack steet,noaddresstwo,waragul,2039,sa,6055211
744_a,743,*,20,*,*,*,United-States,Private,Other,<=50K,luoa,pittman,8,noaddressone,noaddresstwo,bundoora,4101,vic,7718426
870_a,869,*,20,*,*,*,United-States,Private,Other,<=50K,julia,o'sullivan,75,cutlack street,arabanoo,blind bight,5152,wa,9709683
96_a,95,*,20,*,*,*,United-States,Private,Other,<=50K,isabslle,smitlg,10,blackburn treet,noaddresstwo,manifold hights,4068,nsw,4934809
1387_a,1386,*,20,*,*,*,United-States,Private,Other,<=50K,joshua,harvely,32,boroniaxkdrive,noaddresstwo,salisbury,2577,nostate,1542714
118_a,117,*,20,*,*,*,United-States,Private,Other,<=50K,nogivenname,bernmardo,9,trottiplace,raywood,carnegie,6054,nostate,2564573
143_a,142,Male,*,White,Never-married,*,United-States,Private,*,<=50K,fraswu,shertcock,12,weigallcplace,noaddresstwo,balwyn orth,5772,nostate,3795450
459_a,458,Male,*,White,Never-married,*,United-States,Private,*,<=50K,adam,campbell,9,melba street,noaddresstwo,merrylands west,6151,nsw,8644627
505_a,504,Male,*,White,Never-married,*,United-States,Private,*,<=50K,lachla,evansf,27,seymou rlace,nosaddresstwo,girraween,0432,ql,2625402
164_a,163,*,21,*,Never-married,*,United-States,Private,*,<=50K,meann,purcu,11,sexton street,noaddrestwo,noranda,1200,vi,7277387
112_a,111,*,21,*,Never-married,*,United-States,Private,*,<=50K,olvier,harte,22,byron cort,nodadresstwo,sunnybank,2166,vic,2757681
847_a,846,*,21,*,Never-married,*,United-States,Private,*,<=50K,lily,argirou,493,canberra avenue,noaddresstwo,caroona,4064,nsw,1917226
593_a,592,Male,21,*,Never-married,Some-college,United-States,Private,*,<=50K,mitchell,sharafshahi,19,davenport street,fullwood,lavington,3180,nsw,3211584
273_a,272,Male,21,*,Never-married,Some-college,United-States,Private,*,<=50K,adam,noble,265,chauvel circle,noaddresstwo,west pennant hills,6220,vic,6030832
1180_a,1179,Male,21,*,Never-married,Some-college,United-States,Private,*,<=50K,michael,robertsocn,3,noaddressone,nonaddresstwo,wonthaggi,2031,jnostate,3726766
798_a,797,Male,21,White,Never-married,*,United-States,Private,*,<=50K,nogivenname,pollagrd,227,len waters street,noaddresstwo,lauderdale,2137,qld,3337098
647_a,646,Male,21,White,Never-married,*,United-States,Private,*,<=50K,arabelo,jones,11,fburkitt svreet,noaddresstwo,jndera,3185,vic,7904760
1010_a,1009,Male,21,White,Never-married,*,United-States,Private,*,<=50K,stephanie,macibttre,1078,sherbrooke street,bishops wood,palmersjcaky,4804,qld,1866061
539_a,538,Female,21,*,Never-married,Some-college,United-States,Private,*,<=50K,michael,hamilton,99,lexcen avenue,noaddresstwo,yokine,0nan,nsw,2846165
280_a,279,Female,21,*,Never-married,Some-college,United-States,Private,*,<=50K,benjmin,bittner,4,noaddressone,noaddresstwo,flinderis park,2825,qld,7614283
1435_a,1434,Female,21,*,Never-married,Some-college,United-States,Private,*,<=50K,luke,nosurname,114,wade street,noaddresstwo,cooma,5330,nostate,5998098
900_a,899,*,21,White,Never-married,Undergraduate,United-States,Private,Nontechnical,<=50K,daniel,cozens,1,swan place,cranbourne shopping centre,armidale,4850,nostate,1400801
35_a,34,*,21,White,Never-married,Undergraduate,United-States,Private,Nontechnical,<=50K,fraser,pamkal,465,maranboy street,goswood,ryde,6010,wa,4542204
587_a,586,*,21,White,Never-married,Undergraduate,United-States,Private,Nontechnical,<=50K,lariaa,cracknell,23,aspinaol atreet,noaddresstwo,goulutn,3021,nostate,5339164
295_a,294,*,21-25,White,*,*,North America,Private,*,<=50K,jye,snowden,26,michie street,wangrawally,kanwal,2145,qld,6205221
264_a,263,*,21-25,White,*,*,North America,Private,*,<=50K,jole,rourrk,9,matcham olace,noaddresstwo,glen alpine,6000,nsw,3675974
1192_a,1191,*,21-25,White,*,*,North America,Private,*,<=50K,tommy,walker,2170,barangaroo street,noaddresstwo,lindfield,2710,nsw,6949254
1338_a,1337,*,22,White,Never-married,Higher education,United-States,Private,*,<=50K,charlotte,prest,2,wade street,noaddresstwo,oakleigh south,3156,nsw,6258172
442_a,441,*,22,White,Never-married,Higher education,United-States,Private,*,<=50K,nogivenname,rossi,30,arthur circle,king pines,blacktown,3136,qld,1688514
341_a,340,*,22,White,Never-married,Higher education,United-States,Private,*,<=50K,seamus,francis,11,hartley street,noaddresstwo,watsonia,6018,nsw,6334244
1162_a,1161,*,22,White,spouse not present,*,United-States,Non-Government,*,<=50K,keely,cooped,89,bacchus ckrcuit,noaddresstwo,cedar grove,3190,nsw,6953477
338_a,337,*,22,White,spouse not present,*,United-States,Non-Government,*,<=50K,kane,heaod,47,clive steele avenue,noaddresstwo,bermagui,2270,qof,2552569
1251_a,1250,*,22,White,spouse not present,*,United-States,Non-Government,*,<=50K,cassidy,morrisby,91,noaddressone,noaddresstwo,nosuburb,4165,sa,7255149
941_a,940,*,22,White,spouse not present,*,*,Private,*,<=50K,dylan,mwaloney,19,von ugerard crescent,glenora,caboolture,3071,wa,3940442
260_a,259,*,22,White,spouse not present,*,*,Private,*,<=50K,kan,bastian,4,hedger stret,noaddresstwo,echuca,5083,nw,7999876
855_a,854,*,22,White,spouse not present,*,*,Private,*,<=50K,gus,bates,67,gang gang court,noaddresstwo,templestowe,2211,nsw,2278261
1417_a,1416,*,22,*,*,*,*,Non-Government,*,<=50K,lham,chapman,9,welsby place,noaddresstwo,eastwood,2142,qle,7369170
1011_a,1010,*,22,*,*,*,*,Non-Government,*,<=50K,jasper,gs,1,aitken circuit,noaddresstwo,belrose,3000,nsw,5281664
1083_a,1082,*,22,*,*,*,*,Non-Government,*,<=50K,alana,ruddock,32,foxall street,noaddresstwo,parkdale,2206,nsw,7096900
1470_a,1469,*,22,*,Never-married,Undergraduate,*,*,*,<=50K,sachin,thorr,2,wyatt s treet,noaddresstwo,rockhampton,4128,vic,6303714
1354_a,1353,*,22,*,Never-married,Undergraduate,*,*,*,<=50K,michaydl,sugden,6,temperleq street,kepnock road retirement vlge,denirlne,5045,nsw,4520288
993_a,992,*,22,*,Never-married,Undergraduate,*,*,*,<=50K,david,schrfatdl,49,taylr florence street,briar cliffe,mossmabn,2614,vic,3294971
1195_a,1194,*,22,White,*,*,United-States,Private,*,<=50K,joel,bay,560,hinchcliffe place,amaroo retirement village,stanthkorpe,3067,vic,7280094
692_a,691,*,22,White,*,*,United-States,Private,*,<=50K,griffin,otmkin,15,couchman crescent,noaddwresstwo,rainbow beahc,3550,qld,3398510
622_a,621,*,22,White,*,*,United-States,Private,*,<=50K,lachlan,adams,16,mugglestone place,hazeldean forest farm,cowra,6215,nsw,2320033
826_a,825,*,22,White,Never-married,Undergraduate,United-States,*,Nontechnical,<=50K,bailey,neville,11,frost place,noaddresstwo,wanniassa,2500,nostate,3802092
986_a,985,*,22,White,Never-married,Undergraduate,United-States,*,Nontechnical,<=50K,alexandra,cacciatori,17,schubert place,noaddresstwo,albury,4740,wa,4478844
292_a,291,*,22,White,Never-married,Undergraduate,United-States,*,Nontechnical,<=50K,siag,colohnnis,98,waugh raose,noaddresstwo,bilinga,3451,qld,1059450
1458_a,1457,*,22,*,*,*,*,*,*,<=50K,timothy,rilgey,17,wouodgrove close,swinkger hill,bunbartha,3810,vic,3492001
111_a,110,*,22,*,*,*,*,*,*,<=50K,emiily,kaehne,155,millen sreet,noaddruesstwo,bundoora,3178,ld,3267700
708_a,707,*,22,*,*,*,*,*,*,<=50K,jack,vincent,0,burtt crescent,mariners village,littlehampton,4034,wa,6683519
905_a,904,*,22,*,*,*,*,*,*,<=50K,kylee,mahony,3,stacy street,noaddresstwo,newstead,2023,nostate,3577212
321_a,320,*,22,*,*,*,*,*,*,<=50K,jarvis,power,6,northbourne avenue,bungalong,shailer park,4013,vic,1386435
831_a,830,*,22,White,Never-married,*,United-States,Private,*,<=50K,finn,ferrara,6,noaddressone,noaddresstwo,cranenfook,2034,sa,3094218
662_a,661,*,22,White,Never-married,*,United-States,Private,*,<=50K,ojshua,hammerstein,11,caevnagh place,glen-eirc,avondale,3981,vic,3662945
747_a,746,*,22,White,Never-married,*,United-States,Private,*,<=50K,alyssa,byrne,9,hocking place,noaddresstwo,moranbah,3152,vic,3280587
33_a,32,Male,22,*,*,Some-college,United-States,*,Other-service,<=50K,cadyn,arthur,110,downds halce,seaspray terrace,trott vpark,4857,nsw,5966789
731_a,730,Male,22,*,*,Some-college,United-States,*,Other-service,<=50K,kifa,forrekst,223,noaddressone,noaddresstwo,port adelaide,7315,nsw,3786359
137_a,136,Male,22,*,*,Some-college,United-States,*,Other-service,<=50K,ashleigh,remeeis,1808,kelleway avenue,noaddresstwo,briagolong,3507,nostate,4285331
630_a,629,*,23,*,spouse not present,*,North America,*,*,<=50K,bianca,lawrence,19,cockcroft avenue,noaddresstwo,loftus,4122,wa,7747224
398_a,397,*,23,*,spouse not present,*,North America,*,*,<=50K,isabelle,paschke,25,caldwell street,oakleigh,fairfield,4802,vic,4540158
1459_a,1458,*,23,*,spouse not present,*,North America,*,*,<=50K,abbey,lucas,19,bisdee street,buncrana,altona,2605,vic,8061544
958_a,957,*,23,*,*,Undergraduate,United-States,Private,*,<=50K,thomas,bogia,41,chave streeft,hebathglen village,salisbury east,4065,wa,5064118
1433_a,1432,*,23,*,*,Undergraduate,United-States,Private,*,<=50K,kailey,chrispijn,9,crichton crescent,loc 1836,north rockhampton,7248,qld,7705178
407_a,406,*,23,*,*,Undergraduate,United-States,Private,*,<=50K,lachloan,redyd,1,mitta place,nambucca paza,warragul,3058,wa,1356192
946_a,945,*,23,*,Never-married,*,United-States,Private,*,<=50K,nkaitlyn,gikl,29,caffyn pace,t & g bldg,mbateau bay,3156,vic,5192350
145_a,144,*,23,*,Never-married,*,United-States,Private,*,<=50K,daniel,williams,16,noaddressone,noaddresstwo,casula,2473,vic,6077441
351_a,350,*,23,*,Never-married,*,United-States,Private,*,<=50K,chelsea,ashotn,2,teinfeld court,noaddresstwo,wyndhamvale,3163,sa,1359075
425_a,424,*,23,White,*,*,United-States,Private,Other,<=50K,alexia,hookings,76,hallen close,swan cottage homes,donvale,5076,vic,5134554
1135_a,1134,*,23,White,*,*,United-States,Private,Other,<=50K,dilllon,mccormack,25,moss street,noaddresstwo,alexandre hills,4550,nostate,1422891
444_a,443,*,23,White,*,*,United-States,Private,Other,<=50K,thmoas,gauc,137,nuyts street,minbalup,box hill soutxh,3030,vic,9851715
842_a,841,*,23,*,Never-married,*,United-States,*,*,<=50K,harruosn,mannnk,15,marchant circuit,openshaw,pingelly,2729,nostate,5161720
672_a,671,*,23,*,Never-married,*,United-States,*,*,<=50K,michaela,sdtride,12,mileha street,eomhruo,turramurra,2614,sa,9356075
29_a,28,*,23,*,Never-married,*,United-States,*,*,<=50K,monique,barclay,4,nott street,port macquarie osteopathic centre,mill park,3020,nsw,8999179
817_a,816,*,23,White,spouse not present,*,United-States,*,Nontechnical,<=50K,john,ford,218,wybalena grove,noaddresstwo,nosuburb,2197,wa,5268224
716_a,715,*,23,White,spouse not present,*,United-States,*,Nontechnical,<=50K,william,welk,4,whiteman street,noaddresstwo,osborne park,2440,qld,7425284
729_a,728,*,23,White,spouse not present,*,United-States,*,Nontechnical,<=50K,rosa,usson,3,taynumbirini street,noadresstwo,narwee,2428,qld,1700698
182_a,181,Male,23,White,*,*,North America,Private,*,<=50K,brianna,mutch,32,yiman street,noaddresstwo,point lonsdale,2131,qld,5489037
694_a,693,Male,23,White,*,*,North America,Private,*,<=50K,aliia,van beusihem,381,prichard circuit,the meadows,latona ndorth,2580,nsw,1732195
1269_a,1268,Male,23,White,*,*,North America,Private,*,<=50K,joshua,case,3,temperley street,noaddresstwo,dennington,2210,vic,2171773
926_a,925,Female,23,*,Never-married,*,United-States,*,*,<=50K,tars,richaveds,34,galwayytlace,the white house,urangoan,5216,idc,1867126
808_a,807,Female,23,*,Never-married,*,United-States,*,*,<=50K,alissa,clark,9,mcclelland avenue,noaddresstwo,guildford,3182,qld,2203939
571_a,570,Female,23,*,Never-married,*,United-States,*,*,<=50K,belipmga,murphy,4,jabanungguavenue,noaddresstwo,buccan,3036,szr,6903795
859_a,858,Female,23,White,*,HS-grad,North America,Private,Other,<=50K,nogivenname,wescimvj-down,55,mckeahnie street,noaddresstwo,hamitom,2529,wa,9879351
1428_a,1427,Female,23,White,*,HS-grad,North America,Private,Other,<=50K,james,rosl,7,tennyson crescent,noaddresstwo,alstonville,6019,vic,9458121
359_a,358,Female,23,White,*,HS-grad,North America,Private,Other,<=50K,micah,masters,62,wanaga place,noaddresstwo,richmond,4035,qld,3419019
223_a,222,*,23,*,Never-married,*,United-States,Private,Other,<=50K,luj,wade,16,wyselaskiejcircuit,noaddresstwo,hay,2453,nsw,7924254
1224_a,1223,*,23,*,Never-married,*,United-States,Private,Other,<=50K,ellie,sampson,9,marsall street,yenda,ewlood,3018,nostaet,8162921
13_a,12,*,23,*,Never-married,*,United-States,Private,Other,<=50K,jordan,merkel,13,brownless street,platypus pass (cnr riverlea cls),lutwyche,5159,qld,2126914
640_a,639,*,23,White,*,Undergraduate,United-States,*,*,<=50K,cameron,caryao,11,tiptree cfmescent,noaddresstwo,valencia creek,2227,ksw,4150098
848_a,847,*,23,White,*,Undergraduate,United-States,*,*,<=50K,macey,malala,4,armstrong crescent,noaddresstwo,floreat,3199,nsw,8277269
963_a,962,*,23,White,*,Undergraduate,United-States,*,*,<=50K,grace,naisr,29,chandler street,noaddresstwo,locmyr,3510,qldg,2021529
1248_a,1247,Male,23,White,Never-married,*,North America,Private,*,<=50K,xavier,mcdermid,26,northcote crescent,tamborah,dulwich hill,6210,tas,5712364
68_a,67,Male,23,White,Never-married,*,North America,Private,*,<=50K,joel,sandow,23,conley drive,elizamay,south yarra,2107,nsw,6409031
460_a,459,Male,23,White,Never-married,*,North America,Private,*,<=50K,traa,giroeneveld,11,vagabond crsecent,gillum park,glen oak,6152,vic,2230537
