ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
34,Male,21,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,fraser,pamkal,465.0,maranboy street,goswood,ryde,6010,wa,4542204
35,Female,19,White,Married-AF-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,jpe,cahogson,5.0,sheehan street,regency park estat,east lindfield,3350,qld,2002984
36,Male,48,White,Married-civ-spouse,Assoc-acdm,United-States,Self-emp-not-inc,Prof-specialty,<=50K,jack,mccrzigt,29.0,boldrewood street,figtree gardems caravn park,west pencqtn hills,4828,qld,7454496
37,Male,31,White,Married-civ-spouse,9th,United-States,Private,Machine-op-inspct,<=50K,sophie,morreis,106.0,molonglo mall,,bundoora,4217,nsw,4827733
38,Male,53,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,<=50K,jessica,seelet,5.0,mcdermottwtreet,,enoggdjra,3840,vic,9706260
39,Male,24,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K,sarah,mccallum,67.0,downward place,villa 37,christmas island,3314,qld,2284745
40,Female,49,White,Separated,HS-grad,United-States,Private,Adm-clerical,<=50K,tristan,klassen,,thermeda place,,invermay,2730,vic,9441747
41,Male,25,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,ryan,haddad,13.0,chambers street,,bentleigh,2282,,6238308
42,Male,57,Black,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,>50K,reegan,brow,75.0,lampard ircuit,,charmhaven,2445,,4548445
43,Male,53,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,zane,nealaly,210.0,salmond sreet,,golbnr,2354,vic,9062571
44,Female,44,White,Divorced,Masters,United-States,Private,Exec-managerial,<=50K,isabelle,cobley,5.0,o'sullivan street,,prevelly,7315,qld,6161501
45,Male,41,White,Married-civ-spouse,Assoc-voc,United-States,State-gov,Craft-repair,<=50K,ka,climws,8.0,heagney oescent,lapstone,queanbuyan,7900,nsw,5585835
46,Male,29,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K,isabella,fancsali,10.0,snowy place,,wembley,3192,nsw,7664299
47,Female,25,Other,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,shelby,kenney,184.0,mcdougall street,glen alvie,roma,2782,nsw,2909429
48,Female,47,White,Married-civ-spouse,Prof-school,Honduras,Private,Prof-specialty,>50K,takarh,murtqgh,332.0,rosenthal street,brooklyn,sefton,3138,vn,5779947
49,Male,50,White,Divorced,Bachelors,United-States,Federal-gov,Exec-managerial,>50K,matthew,dkuygla,137.0,hodgson crescent,,brighton north,5209,nsw,2302855
50,Male,47,White,Divorced,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K,lucas,leach,6.0,strong place,,reservoir,2060,vic,2097906
51,Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K,isobel,ashley,12.0,eales place,,blackwall,2567,nsw,7158507
52,Male,46,White,Married-civ-spouse,5th-6th,Mexico,Private,Machine-op-inspct,<=50K,bella,harvey,8.0,drevermann street,elrancho,nelia gaali,4655,vic,2051153
53,Male,35,White,Married-civ-spouse,Assoc-voc,Puerto-Rico,Private,Other-service,<=50K,stephanie,mackbtyre,10.0,sherbrooke street,bishops wood,palmerchs oky,4840,qld,1866031
54,Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,mya,wilson,1.0,guthridge crescent,raafa estate,myall,5035,qld,1895781
55,Male,30,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,seamus,waters,3.0,tasmania circle,amp bldg,south grafton,3197,vic,4555273
56,Male,30,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,talia,erbsland,12.0,de lissa street,,baulkham hills,2097,wa,3077323
57,Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,beth,rathman,81.0,langdon avenue,,,3048,sa,9487105
58,Male,42,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K,lucy,mccombes,13.0,williamson street,,wooloowin,6062,,4062264
59,Male,29,White,Divorced,Some-college,United-States,Private,Tech-support,<=50K,grxw,jasm,96.0,oakey crehj road,,,2068,qld,7617042
60,Male,36,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,riley,summers,14.0,warren place,,withers,6102,nsw,1709631
61,Female,28,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,lucu,brayh,11.0,mirrabuccw wrescent,,randwck,3126,,9189443
62,Female,53,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K,lucas,hanba,1.0,collings street,,heathmont,6155,vic,2885368
63,Male,49,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K,jessica,avery,42.0,bendigo street,quartpot,currajong,4216,nsw,3335868
64,Male,19,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,justin,crocker,31.0,tunney crescent,waldhugel,singleton heights,7310,nsw,4026964
65,Female,31,Black,Separated,Bachelors,United-States,Private,Sales,<=50K,jack,cojrt,20.0,boldrewood street,,west pennawnt hills,4883,qld,7457496
66,Male,29,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,>50K,sophie,rendell,114.0,wattle dfreet,,toowoomba,2750,vic,3487585
67,Male,23,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K,joel,sandow,23.0,conley drive,elizamay,south yarra,2107,nsw,6409031
68,Male,79,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K,tykrr,speglic,3.0,becke place,,,3163,nsw,8886450
69,Male,27,White,Never-married,HS-grad,Mexico,Private,Other-service,<=50K,sulih,kayal,80.0,marcus cltakr street,glen eira,withcptt,3186,vic,2191533
70,Male,40,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,louise,richardson,5.0,challinor crescent,rocky top,cranbrook,2131,nsw,3333599
71,Female,18,White,Never-married,11th,United-States,Private,Other-service,<=50K,rourke,boeywn,36.0,goodchild street,,westdale,5407,qkkm,4702729
72,Male,31,White,Married-civ-spouse,7th-8th,United-States,Local-gov,Farming-fishing,<=50K,teaha,meyd,7.0,gow steet,,culgoa,4026,nsw,3245174
73,Male,18,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,stephen,gasiorek,52.0,howard street,lake veterinary hospital,thomson,7020,vic,7355255
74,Male,52,White,Married-civ-spouse,Bachelors,Cuba,Private,Other-service,<=50K,lim,stiriulg,2.0,kirkwood crescent,,,2842,wa,1615883
75,Female,46,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K,stephanie,jones,3.0,lynch street,,padstow,6020,nsw,2627839
76,Male,59,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,timothy,mcbride,51.0,somerset street,,meadowbrook,6395,vic,1164233
77,Female,44,White,Divorced,HS-grad,United-States,Private,Craft-repair,>50K,mikaela,raadts,64.0,jerrabomberra avenue,,loganlea,2902,nsw,3222010
78,Female,53,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,karissa,nahrup,4.0,cutlack street,,caboolture,6027,sa,7939039
79,Male,49,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Protective-serv,>50K,ethal,myles,25.0,andadobppace,clonalton,eastsdney,2330,sa,6518832
80,Male,33,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K,jade,houdek,64.0,argyle square,stoneygate,macgregor,2142,nsw,9316948
81,Male,30,White,Never-married,9th,United-States,Private,Sales,<=50K,kailey,bruce,73.0,habgood place,,leederville,3156,nsw,8500272
82,Female,43,White,Never-married,Doctorate,United-States,Federal-gov,Prof-specialty,>50K,charlie,mcculloch,34.0,,,,3757,vic,7260600
83,Male,57,White,Married-civ-spouse,Assoc-voc,United-States,Private,Prof-specialty,<=50K,hayley,,20.0,armstronlgerscent,,berowra saters,3958,,7389968
84,Female,37,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,alexandra,jones,41.0,musgrave street,,cambooya,3127,vic,7898167
85,Female,28,Black,Divorced,Some-college,United-States,Private,Machine-op-inspct,<=50K,madison,rogers,92.0,brownsmith crescent,rileta park,holden ill,2776,vix,7665284
86,Male,34,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Protective-serv,>50K,taj,steonme,35.0,halford cprescent,,lennoc head,3936,qld,5550141
87,Male,29,White,Never-married,Some-college,United-States,Local-gov,Handlers-cleaners,<=50K,logan,jancek,409.0,enright crescent,,bridgetown,5076,qld,1424248
88,Male,48,White,Married-civ-spouse,Doctorate,United-States,Self-emp-not-inc,Prof-specialty,>50K,thomas,gauci,10.0,nuyts street,minbalup,box hill south,3003,vu,5019745
89,Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,april,taasfm,38.0,coninghzjpstreet,warra warra,moulamein,2380,nsw,4829233
90,Female,48,White,Divorced,Assoc-acdm,England,Private,Exec-managerial,<=50K,samuel,neumann,28.0,mindarie street,,corio,5072,nsw,4985032
91,Male,32,Black,Never-married,HS-grad,United-States,Federal-gov,Other-service,<=50K,emiily,kennett,1.0,barada crescent,simpson,shailer park,5416,nsw,9232398
92,Male,76,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,william,,39.0,discovery street,,eltham,6172,tas,7105163
93,Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,mitchell,risson,7.0,wise street,,mount louisa,2423,sa,9564305
94,Female,47,White,Never-married,Masters,United-States,Self-emp-not-inc,Prof-specialty,<=50K,,brooksby,261.0,william hudson crescent,,thorpdale,3181,qld,9966061
95,Female,20,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,isabslle,smitlg,10.0,blackburn treet,,manifold hights,4068,nsw,4934809
96,Male,29,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,zachady,couzner,175.0,axon syreet,,wingham,2474,nsw,5020618
97,Male,32,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,>50K,soz,barnett,6.0,magenta sqjare,kapenkara,tamworth,4408,vic,1005680
98,Male,30,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,daniel,burns,41.0,hobday place,,griffith,2205,vic,6069244
99,Female,31,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,<=50K,malakai,grant,225.0,faithfull circuit,the grange caravn park,tarago,5109,nsw,3208534
100,Male,42,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,samur,o'neill,36.0,hansen ircuit,,sevenshills,5112,vic,9775092
101,Male,24,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,tate,milic h,9.0,,,primrlsesands,3217,vic,9371251
102,Male,38,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K,meagan,chambers,19.0,tregear close,three sisters,killingworth,2010,nsw,4992673
103,Male,56,White,Married-civ-spouse,HS-grad,Canada,Self-emp-not-inc,Other-service,>50K,wiklm,ward,9.0,,,dunedoo,4054,nsw,8423161
104,Female,28,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,sophie,clements,18.0,narryer close,,canning vale,3139,vic,2328340
105,Female,36,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,sarah,laycock,243.0,hodgson crescent,,port augusta,4018,nsw,3359404
106,Male,53,White,Married-civ-spouse,9th,United-States,Private,Handlers-cleaners,<=50K,nathan,mostert,74.0,macindoe place,st catherines host,kirwan,2151,nsw,9507155
107,Male,56,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,<=50K,april,smith,281.0,belconnen way,byron bay specialist centre,oakleigh,4151,vic,2176362
108,Male,49,Black,Married-civ-spouse,Assoc-voc,United-States,Local-gov,Craft-repair,>50K,mikayla,woodbridge,2.0,fawkner street,brillig,monto,7109,vinc,6123657
109,Male,55,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,taylah,smith,9.0,hurley street,emohruo,west pymble,5013,,7460729
110,Male,22,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,emiily,kaehne,155.0,millen street,,bundoora,3178,qld,3267700
111,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,oliver,harte,22.0,byron court,,sunnybank,2166,vic,2757681
112,Male,40,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K,talan,kerr,1.0,warrai place,dragon rising,ferny grfe,4115,nsw,9087683
113,Male,30,Black,Never-married,Bachelors,Germany,Private,Exec-managerial,<=50K,jayden,cox,84.0,hooker street,,wagga wagga,3844,nsw,7956819
114,Male,29,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,>50K,nataia,hortob,359.0,mcclureqsffeet,,mountdamrtha,2132,w,8200621
115,Male,19,Black,Never-married,Some-college,United-States,Private,Other-service,<=50K,danielle,boevink,4.0,boothby place,bellorama hostel,,3126,,6207650
116,Female,47,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,ygo,redman,4.0,waller x escent,bellingham estate,pacific paradise,0812,qld,4784422
117,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,,bernmardo,9.0,trottiplace,raywood,carnegie,6054,,2564573
118,Male,31,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,>50K,james,huynh,12.0,jeffcott place,,alfords point,3140,nsw,4572637
119,Male,39,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,lyfaa,eastoood,61.0,castlereagh crescent,,bridgewater,3112,nsw,4684366
120,Female,28,White,Never-married,Assoc-acdm,United-States,Private,Sales,<=50K,joshua,wentworth,4.0,blackman crescent,pilbara,scarborough,5606,vic,1252550
121,Female,24,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,amelie,lucau,32.0,glossop crescent,west hostel,bethania,5048,vic,8959425
122,Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,gabrielle,vawser,25.0,ennor crescent,belvoria,carlingford,2035,sa,9153277
123,Male,37,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,timmh,padeg,500.0,arthur circle,,ayr,2190,nsw,4319909
124,Female,46,Black,Divorced,Assoc-acdm,United-States,Private,Tech-support,<=50K,lily,romer,16.0,adey place,,camden,6281,nsw,7641173
125,Male,38,White,Married-civ-spouse,Masters,Iran,Federal-gov,Prof-specialty,>50K,zali,baker,22.0,dunrossil drive,,bondi,3199,nsw,8624529
126,Male,43,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,kyle,atityavongse,32.0,wilkins street,,thornton,2612,nsw,6207512
127,Female,27,White,Married-civ-spouse,Assoc-voc,United-States,Private,Adm-clerical,<=50K,sophie,slater,18.0,elimatta street,woodside,st ives,3148,,4620824
128,Male,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,taylah,hoare,58.0,chewings street,moquet house,alphington,3187,qld,6102524
129,Male,49,Asian-Pac-Islander,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,xepheren,makarenko,4.0,serpentine street,,croydon north,3178,nsw,4298677
130,Male,61,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,<=50K,georgeu,webbbr,9.0,blamey mrescent,,parkdle,3199,nsw,4038823
131,Female,27,White,Never-married,Some-college,United-States,Private,Sales,<=50K,samantha,crawford,68.0,baldwin drive,glenveagh,wahroonga,2530,vic,2744277
132,Male,19,White,Never-married,Some-college,Mexico,Private,Other-service,<=50K,jaime,mcgovern,43.0,goa place,,mannering park,6343,,5235208
133,Female,45,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,>50K,charlotte,rasmus,55.0,earle place,,deniliquin,3465,vic,5147784
134,Male,70,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,jack,massey,3.0,larcombe crescent,mountlea,helensvale,4670,qld,1299269
135,Female,31,Black,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,peter,whitson,3.0,tillyard drive,,warrimoo,2340,nsw,1303936
136,Male,22,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,<=50K,ashleigh,remeeis,1808.0,kelleway avenue,,briagolong,3507,,4285331
137,Female,36,White,Widowed,HS-grad,United-States,Private,Other-service,<=50K,lucas,madden,,hale place,robina shopping village,wolffdene,3850,,6815395
138,Male,64,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,<=50K,lucas,carlton,517.0,maccallum circuit,,ryde,2049,,8968690
139,Female,47,White,Divorced,Some-college,Mexico,Local-gov,Adm-clerical,<=50K,joel,bain,570.0,bennwtt freda circuit,,stanthrpe,3067,voc,7280984
140,Female,34,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,libby,campbell,60.0,arabanoo crescent,the haven,darra,6530,qld,5996564
141,Female,33,Asian-Pac-Islander,Never-married,Bachelors,Philippines,Private,Exec-managerial,<=50K,lilian,walsh,119.0,myers place,fairoak,para hills,2163,qld,8585239
142,Male,21,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,fraswu,shertcock,12.0,weigallcplace,,balwyn orth,5772,,3795450
143,Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,thomas,low,117.0,moruya circuit,,brighton,3033,nsw,2957080
144,Male,23,White,Never-married,Bachelors,United-States,Private,Handlers-cleaners,<=50K,daniel,williams,16.0,,,casula,2473,vic,6077441
145,Male,71,Black,Separated,Some-college,United-States,Self-emp-not-inc,Sales,<=50K,sarah,barbaro,54.0,drysdale circuit,,rosebank,3150,qld,4117804
146,Male,29,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,sarah,trepka,80.0,burdett crescent,,quilpie,3214,qld,9578846
147,Male,42,Black,Separated,Bachelors,United-States,Private,Other-service,<=50K,cooper,young,49.0,knox street,kymrock,marmion,2280,,6840803
148,Female,25,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,kyle,hawkins,118.0,,,greensborough,5290,nsw,9860417
149,Female,44,Asian-Pac-Islander,Divorced,Masters,United-States,Self-emp-inc,Exec-managerial,<=50K,lauren,salt,156.0,downward place,,thagoona,2350,nsw,7941033
150,Female,28,Asian-Pac-Islander,Never-married,HS-grad,England,Private,Exec-managerial,<=50K,ewan,millea,65.0,tenison-woods circuit,,auburn,3178,wa,2098801
151,Male,45,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Sales,>50K,jordan,tereshun,40.0,hurley street,,woodridge,2453,,1608601
152,Female,36,White,Divorced,Some-college,Mexico,Private,Other-service,<=50K,bailey,gustini,50.0,wrixon street,,serviceton,6415,nsw,1013899
153,Male,39,White,Never-married,Assoc-acdm,United-States,Federal-gov,Exec-managerial,<=50K,marlee,baraglia,20.0,hurtle avenue,,hahndorf,2765,nsw,8170820
154,Male,46,White,Widowed,Masters,United-States,State-gov,Protective-serv,<=50K,mikayla,smith,1727.0,desailly crescent,,jolimont,7010,nsw,1340621
155,Male,18,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,thomas,woolnough,28.0,namatjira drive,,south guildford,3076,,6367550
156,Female,66,White,Widowed,Assoc-voc,United-States,Local-gov,Prof-specialty,<=50K,matthew,musolino,31.0,smalley circuit,,neutral bay,2285,vic,5048566
157,Male,27,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,tomlmie,pieakis,6.0,nangor street,sarah court,hallam,2573,sa,3611379
158,Male,28,White,Married-civ-spouse,HS-grad,United-States,State-gov,Protective-serv,<=50K,vianca,walker,39.0,schonell circuit,aruma lodge,old erowapal bay,3610,nsw,3088300
159,Male,51,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,dante,calvert,40.0,barton highway,,leederville,7331,vic,1786092
160,Male,27,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K,ethan,young,157.0,freda gibso circuit,,nimmitabel,4014,qld,1845244
161,Male,28,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,>50K,simone,proks,43.0,studley street,,hamilton hill,2304,qld,7661704
162,Female,27,White,Married-spouse-absent,HS-grad,United-States,Private,Sales,<=50K,nicola,white,60.0,rivett street,braemar,edmonton,3024,,7284663
163,Male,21,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,megann,purcu,11.0,sexton street,,noranda,1200,vi,7277387
164,Male,34,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,zachary,howard,2.0,alleyne close,villa 52 allora garden,fairfield west,3021,qld,2724507
165,Male,18,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,lucy,bryej,12.0,amess place,,randwick,3126,,9135443
166,Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K,kyle,zilm,20.0,bancks crescent,,oxley,3194,nsw,1930576
167,Male,44,Black,Married-civ-spouse,Some-college,United-States,Local-gov,Exec-managerial,>50K,abbey,bourke,21.0,ulverstone street,,adelaide,4221,,5482642
168,Female,43,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,brianna,strqtuon,,lunn plcce,hillvie,chermside,3338,qld,5187969
169,Male,30,Black,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,luca,bafwick,9.0,dooring sgreet,,clao,4163,qod,7495272
170,Male,40,White,Married-civ-spouse,7th-8th,Mexico,Private,Machine-op-inspct,>50K,shelby,namocatcat,51.0,hurtle avenue,,greensborough,3102,vic,8039879
171,Male,37,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Adm-clerical,>50K,,wehr,130.0,hannaford street,bolden hill,kelmscott,3071,qld,8920203
172,Male,34,Black,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,riley,wallace,57.0,william webb drive,locn 760,lane cove,3414,,5797395
173,Female,41,White,Divorced,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K,joshua,carnezsi,,bindel street,,aberdeedbn,3140,wn,2952963
174,Female,31,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K,caitlin,caire,76.0,riddle place,telowar,kurrimine beach,4152,nsw,3174967
