ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,soc_sec_id,given_name,surname
4994,Female,19,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,8046929,bethanie,menzies
233,Male,19,White,Never-married,Some-college,United-States,Local-gov,Adm-clerical,<=50K,4578360,mystique,agius
417,Female,19,Black,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,8910567,wilson,green
4138,Female,19,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,2734917,william,apted
4878,Female,19,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,2491635,emiily,stanley
4844,Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,8873329,thomas,brain
551,Male,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,1327358,william,colquhoun
3538,Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,9173799,makayla,malpas
4586,Male,19,White,Never-married,11th,United-States,Private,Other-service,<=50K,7106885,nikki,neik
2422,Female,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,2944608,jared,riddell
2092,Female,19,White,Never-married,Some-college,United-States,Private,Sales,<=50K,4380571,kyle,block
361,Female,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,3188786,joshua,akot
2363,Female,19,Black,Never-married,10th,United-States,Private,Sales,<=50K,8638894,angie,mcgahey
1050,Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,5082469,samantha,barmore
1098,Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,1057227,matthew,bozzetti
1515,Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,1635174,lachlan,swoboda
4566,Female,19,White,Never-married,12th,United-States,Federal-gov,Other-service,<=50K,9016486,samantha,crouch
25,Male,19,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,5094110,harrison,boulter
585,Female,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,8963800,madison,struck
3138,Female,19,White,Never-married,Some-college,United-States,Private,Sales,<=50K,5154778,amelia,cochrane
2431,Male,19,Asian-Pac-Islander,Never-married,Some-college,Vietnam,Private,Adm-clerical,<=50K,6065480,kayden,nguyen
2869,Female,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4699715,madison,nguyen
115,Male,19,Black,Never-married,Some-college,United-States,Private,Other-service,<=50K,9126691,aleesha,mahmud
314,Male,19,Black,Never-married,HS-grad,Haiti,Private,Sales,<=50K,3519655,taliah,morrison
3416,Female,19,White,Never-married,Some-college,United-States,Self-emp-not-inc,Other-service,<=50K,6618917,emiily,mac onochie
3758,Male,19,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,4831404,dylan,beal
35,Female,19,White,Married-AF-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,5929976,aidan,banham
4079,Female,19,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,4638734,mia,leane
996,Female,19,White,Divorced,HS-grad,United-States,Local-gov,Exec-managerial,<=50K,3707828,harrison,thredgold
680,Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,9471831,abby,ryan
2696,Male,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,2436763,teagan,wreford
3457,Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,9696568,isabella,needham
3484,Male,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,3277841,alexandra,budge
4516,Female,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,5394712,ashlie,vavic
1616,Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,8012486,lewis,green
990,Male,19,White,Never-married,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K,1533301,rory,jehle
4902,Male,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,9433767,zac,ryan
4377,Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,1086821,luke,trenerry
1311,Male,19,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,9350011,caitlin,grimm
3708,Female,19,White,Never-married,Some-college,United-States,Private,Sales,<=50K,1267406,matthew,green
643,Female,19,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,2696750,max,lund
2356,Male,19,Black,Never-married,Some-college,United-States,Private,Sales,<=50K,4301794,thomas,butt
1278,Female,19,Black,Never-married,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K,5423895,mia,pascoe
132,Male,19,White,Never-married,Some-college,Mexico,Private,Other-service,<=50K,6497858,pino,snelling
3953,Male,19,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,4747156,tara,negrin
2248,Male,19,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,3501500,riley,breheny
1554,Male,19,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,7770207,georgia,lionis
64,Male,19,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,6513848,ella,malzard
2191,Female,19,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,7123737,henry,sach
660,Female,19,White,Never-married,HS-grad,United-States,State-gov,Tech-support,<=50K,3257675,kyle,badawee
3670,Male,19,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,1734947,cambell,croker
362,Female,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,6683175,tyler,dolan
1675,Male,19,White,Never-married,Some-college,United-States,Private,Sales,<=50K,9196315,ruby,webb
4912,Male,19,White,Never-married,HS-grad,United-States,Local-gov,Craft-repair,<=50K,5578997,harriet,clarke
4039,Female,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,6763318,rebecca,dimauro
2650,Female,19,White,Married-AF-spouse,HS-grad,United-States,Federal-gov,Sales,<=50K,7414976,daniel,morrison
3026,Female,19,White,Never-married,Some-college,United-States,Private,Sales,<=50K,6851976,nicholas,dixon
1378,Male,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,1702911,amy,flannery
3660,Male,19,White,Never-married,Some-college,United-States,State-gov,Adm-clerical,<=50K,1305791,chelsea,clarke
3741,Male,19,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,8233098,zara,mason
3513,Male,19,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K,4402882,jack,green
1914,Male,19,White,Never-married,HS-grad,United-States,Private,Farming-fishing,<=50K,5240972,carly,webb
4241,Male,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,5378031,chloe,steane
3495,Male,19,White,Never-married,11th,United-States,Private,Other-service,<=50K,9737703,matthew,nosurname
4552,Male,19,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,3333835,hayley,tu
4896,Male,19,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,6153085,robert,carbone
2864,Male,[19-20],White,Never-married,5th-6th,Mexico,Private,Farming-fishing,<=50K,5425400,joshua,stanley
3296,Female,[19-20],White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,8110517,sam,matthews
1270,Male,[19-20],White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,2137596,anthea,nguyen
3299,Female,[19-20],Black,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,7279879,ruby,matthiessen
2077,Female,[19-20],White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,7466921,madison,meaney
599,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,1823323,raquel,mason
3892,Male,20,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,1718688,cassandra,eng
1214,Male,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4054569,maya,bruinewoud
1080,Male,20,White,Never-married,Assoc-voc,United-States,Private,Other-service,<=50K,6378859,flynn,zilm
3211,Male,20,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,3312375,jenna,grosser
1171,Female,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,9448381,logan,hazell
95,Female,20,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,6692802,samantha,chandler
612,Female,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,8334319,chantelle,seppelt
638,Male,20,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,2416013,caitlin,rastar
2823,Male,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,4435167,mia,nguyen
3901,Female,20,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,7392488,brooke,ryan
669,Female,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,3598063,caleb,mckane
2618,Female,20,White,Never-married,Some-college,United-States,State-gov,Prof-specialty,<=50K,9359429,imogen,camp
2834,Male,20,White,Never-married,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,1038720,rosie,green
869,Male,20,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,5442782,lewis,westbrook
2816,Male,20,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K,6762264,emma,hoffman
4416,Female,20,Asian-Pac-Islander,Never-married,Some-college,Vietnam,Private,Adm-clerical,<=50K,4467228,samuel,crofts
3380,Male,20,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,6555841,amelia,mo
1381,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,8589026,nicholas,george
4611,Male,20,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,5525378,daniel,mason
4834,Male,20,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,7843492,benjamin,yen
4019,Female,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,9708458,danielle,campbell
1774,Male,20,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,1614256,brooke,lock
3907,Female,20,Asian-Pac-Islander,Never-married,Some-college,Vietnam,Private,Adm-clerical,<=50K,7588197,elijah,green
4427,Male,20,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,2348791,harry,blake
1067,Male,20,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,6060013,millane,laundon
4895,Female,20,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,3325291,sophie,paine
4315,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4972641,matthew,tombleson
2325,Female,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,5548627,oliver,compton
2068,Male,20,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,6070746,jack,berry
1116,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,7745058,caitlin,dolan
1401,Female,20,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K,5013659,hannah,ferris
2542,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,7669254,indiana,clarke
1950,Female,20,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,7172127,alicia,fardell
743,Male,20,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,7088980,jessica,vogiatzi
416,Male,20,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,7535262,stella,mason
4112,Male,20,White,Never-married,Some-college,Canada,Private,Other-service,<=50K,4421582,bradley,crook
2860,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,3516962,caitlyn,campbell
1897,Female,20,White,Never-married,12th,Mexico,Private,Adm-clerical,<=50K,4366054,madison,cannell
4132,Female,20,White,Never-married,HS-grad,United-States,Self-emp-inc,Machine-op-inspct,<=50K,2543380,jayden,death
4648,Male,20,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K,1430128,jasmyn,lowe
1403,Male,20,Black,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,7815080,emiily,dolan
2200,Male,20,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,8250432,lily,matthews
3046,Male,20,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,3055957,michael,friebel
3161,Male,20,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,9150146,sarah,bradshaw
4088,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,3004031,aaliyah,ottens
1051,Male,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,5906706,riley,matthews
4702,Male,20,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,2281465,benjamin,donaldson
963,Female,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,8017617,caleb,spurden
3113,Female,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,2545231,cain,dietrich
413,Male,20,White,Never-married,Some-college,United-States,Private,Sales,<=50K,5667929,jessica,mccarthy
348,Female,20,White,Never-married,Some-college,United-States,Local-gov,Adm-clerical,<=50K,9462453,lauren,weltman
371,Male,20,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,3912051,samantha,lock
3069,Male,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,8798582,tanyshah,wiemann
2522,Female,20,White,Never-married,9th,Nicaragua,Private,Machine-op-inspct,<=50K,5581617,holly,du
2242,Female,20,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,9919791,kirra,nosurname
1386,Female,20,Black,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4493543,lara,bennier
1892,Female,20,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,1559039,joshua,jolly
2298,Male,20,Black,Never-married,HS-grad,United-States,Private,Protective-serv,<=50K,9160808,giaan,sribar
922,Male,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,3537158,michael,shepherd
3680,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4498530,dale,sherriff
4289,Female,20,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,8423125,nicholas,huxley
3088,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,2073490,caitlin,berry
