index,ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
675_b,1974,*,18,White,Never-married,High School,United-States,Private,*,<=50K,jasmine,grover,273,pinkerton circuit,crana,ascot park,2010,wa,4386339
136_b,1435,*,18,White,Never-married,High School,United-States,Private,*,<=50K,lachlan,spriggs,12,loban court,el-kay,tilba tilba,2166,nostate,2504232
1274_b,2573,*,18,White,Never-married,High School,United-States,Private,*,<=50K,emerson,geeves,9,hadleigh circuit,hd,edithvale,2446,nsw,3435263
985_b,2284,*,18,White,Never-married,High School,United-States,Private,*,<=50K,jack,mccall,115,castles place,noaddresstwo,vermont south,2200,qld,5266938
408_b,1707,*,18,White,Never-married,High School,United-States,Private,*,<=50K,hannwh,manue,0,wheeler crescent,noaddresstwo,fremantle,2528,qld,1500761
994_b,2293,Male,18,*,Never-married,High School,United-States,*,*,<=50K,dalp,bosfen,12,warrego circuit,noaddresstwo,leicjhadt,4341,cws,3013917
591_b,1890,Male,18,*,Never-married,High School,United-States,*,*,<=50K,joshua,zutautas,85,cavanaugh street,st francis village,glen iris,5268,vic,7604755
1027_b,2326,Male,18,*,Never-married,High School,United-States,*,*,<=50K,madison,saward,70,charlton crescent,noaddresstwo,florey,2011,nsw,5222578
1088_b,2387,*,16-20,White,Never-married,High School,United-States,Private,*,<=50K,robin,tracey,6,euree street,lyndon park,moorebank,5092,vic,2732857
810_b,2109,*,16-20,White,Never-married,High School,United-States,Private,*,<=50K,jacqueline,miller,33,harpur place,noaddresstwo,delacombe,3915,nsw,1291900
615_b,1914,*,16-20,White,Never-married,High School,United-States,Private,*,<=50K,sam,branford,35,leith place,cardinal gilroy vlge,wahroonga,3925,qld,7079955
892_b,2191,*,19,White,Never-married,*,North America,Private,Nontechnical,<=50K,brandon,wallace,90,noaddressone,wyamah,east maitland,6210,vic,1554025
1197_b,2496,*,19,White,Never-married,*,North America,Private,Nontechnical,<=50K,ogivenname,macdoaqld,11,mathiesone crescent,nohaddresstwo,irvinebank,6203,viuc,9462599
146_b,1445,*,19,White,Never-married,*,North America,Private,Nontechnical,<=50K,ridley,pollard,0,bungonksgstreet,noaddresstwo,gave,7330,nostate,3543187
1096_b,2395,*,19,*,Never-married,High School,United-States,Private,*,<=50K,jack,murby,55,andrea place,noaddresstwo,diamond creek,5041,qld,8505591
1064_b,2363,*,19,*,Never-married,High School,United-States,Private,*,<=50K,carla,thomson,6,ngunawal drive,noaddresstwo,millicent,4370,qld,1200395
1397_b,2696,*,19,*,Never-married,High School,United-States,Private,*,<=50K,ellen,haxu,3,wargilaylace,noaddresstwo,umina,3121,vic,8822363
1057_b,2356,*,19,*,Never-married,*,United-States,Private,*,<=50K,jack,yatens,32,shephervdstreet,noaddresstwo,hamptonipark,2093,vic,7670450
1235_b,2534,*,19,*,Never-married,*,United-States,Private,*,<=50K,jacob,gill,442,carbeen street,noaddresstwo,marks point,2402,sa,8287006
1203_b,2502,*,19,*,Never-married,*,United-States,Private,*,<=50K,kylie,davey,1,a'beckett street,noaddresstwo,birmingham gardens,2177,vic,6524291
12_b,1311,*,19,White,*,*,United-States,*,*,<=50K,thomas,lewis,7,coranderrk street,noaddresstwo,tom price,2132,nsw,1513922
1351_b,2650,*,19,White,*,*,United-States,*,*,<=50K,cooom,winmdet,11,hair place,noaddresstwo,numurkah,3205,wa,3678861
381_b,1680,*,19,White,*,*,United-States,*,*,<=50K,oscar,jones,36,seaver street,timaury gardns,hallam,7307,nostate,8100622
166_b,1465,*,19,White,Never-married,*,United-States,Private,*,<=50K,matthew,douglas,131,hodgson crescent,noaddresstwo,brighton north,5290,nsw,2302855
597_b,1896,*,19,White,Never-married,*,United-States,Private,*,<=50K,erin,banks,26,canaway place,noaddresstwo,dalkeith,3083,nsw,4006094
255_b,1554,*,19,White,Never-married,*,United-States,Private,*,<=50K,fergus,nesterczuk,11,tambo street,noaddresstwo,green hills,3131,wa,3843814
793_b,2092,*,19,White,Never-married,*,United-States,Private,*,<=50K,imogen,haw,1,whitelaw street,main beach medical centre,finley,6101,qld,8101815
1123_b,2422,*,19,White,Never-married,*,United-States,Private,*,<=50K,japer,gray,1,aitken cfgrcuit,noaddresstwo,belosey,3000,ndw,5281664
905_b,2204,*,19,White,Never-married,*,United-States,Private,*,<=50K,sara,byrne,21,antares crescent,noaddresstwo,grafton,2580,vic,7663672
949_b,2248,*,19,White,Never-married,*,United-States,Private,*,<=50K,bethay,philps,30,bursaripsstreet,noaddresstwo,dernancourt,2658,vic,9022161
79_b,1378,*,19,White,Never-married,*,United-States,Private,*,<=50K,amy,pooley,49,oxley street,cacia downs,nhill,2023,nsw,2660096
376_b,1675,*,19,White,Never-married,Some-college,United-States,Private,*,<=50K,nellie,richardson,1,hicks street,neath,hoppers crossing,2068,qld,8954202
852_b,2151,*,19,White,Never-married,Some-college,United-States,Private,*,<=50K,daniel,bament,20,lambrigg street,noaddresstwo,geelong,2478,nsw,7955899
317_b,1616,*,19,White,Never-married,Some-college,United-States,Private,*,<=50K,nogivenname,bafk,24,arabana sfreet,noaddresstwo,findon,2340,nsw,4055362
1187_b,2486,Male,19,*,Never-married,Some-college,*,Private,*,<=50K,lachlan,bate,2,edmond close,noaddresstwo,wauchope,5540,vic,7317432
216_b,1515,Male,19,*,Never-married,Some-college,*,Private,*,<=50K,maud,mccann,370,osburndive,noaddresstwo,templesstowe,6187,vic,9433568
1132_b,2431,Male,19,*,Never-married,Some-college,*,Private,*,<=50K,bejnamin,mcgvir,9218,elsey street,harbison homes,cllamymore,4884,nsw,7644781
475_b,1774,*,20,White,Never-married,*,United-States,*,*,<=50K,millie,stubbs,582,city walk,keppera hostel,gloucester,6008,nostate,9285864
1319_b,2618,*,20,White,Never-married,*,United-States,*,*,<=50K,damien,thompson,0,limeston venue,noaddresstwo,paradise waters,3190,vid,1318663
778_b,2077,*,20,White,Never-married,*,United-States,*,*,<=50K,schkirra,walker,516,chirnside circuit,diment towers,tewantin,5010,nsw,1058563
769_b,2068,*,20,White,Never-married,Some-college,United-States,Private,*,<=50K,cassandra,clancy,25,de burgh street,rsde 261,arrawarra,2428,qld,3769495
1257_b,2556,*,20,White,Never-married,Some-college,United-States,Private,*,<=50K,lewis,sinclir,44,debenham street,noaddresswo,pomnoa,0812,qld,8987962
1043_b,2342,*,20,White,Never-married,Some-college,United-States,Private,*,<=50K,olivrr,bosnaijs,147,wakelin circuit,noaddresstwo,north sydney,0254,vic,3770004
247_b,1546,*,20,White,Never-married,*,North America,Non-Government,Other,<=50K,elizabweth,sandnry,196,medley ptreet,noaddresstwo,coramba,3785,nsw,9663541
598_b,1897,*,20,White,Never-married,*,North America,Non-Government,Other,<=50K,tyler,kinnane,80,noaddressone,noaddresstwo,north strathfield,3030,qld,5915043
1026_b,2325,*,20,White,Never-married,*,North America,Non-Government,Other,<=50K,emiily,chilvers,99,babbage crescent,noaddresstwo,sunnybsnk mills,0nan,nt,5385632
908_b,2207,*,20,*,Never-married,Some-college,United-States,Private,Technical,<=50K,lachlan,bilton,2,armfield place,noaddresstwo,mount baryker,7248,vid,6696953
1447_b,2746,*,20,*,Never-married,Some-college,United-States,Private,Technical,<=50K,dylan,crsuc,48,keverstone circuit,fern hills south,coogee,7289,vic,2682002
943_b,2242,*,20,*,Never-married,Some-college,United-States,Private,Technical,<=50K,olivia,sproul,50,clutterbuck crescent,noaddresstwo,gaythorne,3039,wa,3023298
1223_b,2522,*,20,White,Never-married,*,*,Private,*,<=50K,brianna,donaghie,38,boswell crescent,noaddresstwo,narre warren,3193,nostate,8712431
826_b,2125,*,20,White,Never-married,*,*,Private,*,<=50K,riley,tibblw,62,fink crescent,noaddresstwo,inglek arm,3033,vic,5818008
237_b,1536,*,20,White,Never-married,*,*,Private,*,<=50K,jarryd,broster,53,esau place,noaddresstwo,marian,4352,vic,7742414
593_b,1892,*,20,White,Never-married,*,United-States,Private,*,<=50K,chloe,evans,18,mills street,noaddresstwo,parafield gardens,2325,vic,3802066
306_b,1605,*,20,White,Never-married,*,United-States,Private,*,<=50K,jervis,robertson,0,murrell place,brindabella,scarborough,4221,qr,8670788
1243_b,2542,*,20,White,Never-married,*,United-States,Private,*,<=50K,michael,mulholland,8,leakey place,noaddresstwo,elizabeth grove,3142,qld,1641924
104_b,1403,*,20,Black,spouse not present,*,United-States,Private,*,<=50K,irene,jenkkns,1,chipperfielrcircuit,rp 858240,hillowod,4221,vkq,3993163
885_b,2184,*,20,Black,spouse not present,*,United-States,Private,*,<=50K,ruorke,prqiestley,15,noaddressone,woollkybutt,kew,4216,qld,4689837
87_b,1386,*,20,Black,spouse not present,*,United-States,Private,*,<=50K,joshua,harvely,32,boroniaxkdrive,noaddresstwo,salisbury,2577,nostate,1542714
901_b,2200,*,20,*,Never-married,*,United-States,Private,*,<=50K,rxnat,taylorr,80,noaddbressone,noaddresstwo,forresfield,2823,lqf,2283833
957_b,2256,*,20,*,Never-married,*,United-States,Private,*,<=50K,daniel,hughes,40,biddlecombe street,noaddresstwo,freeling,4670,nsw,4090281
102_b,1401,*,20,*,Never-married,*,United-States,Private,*,<=50K,sam,parsons,69,knoke avenue,noaddresstwoq,hwks nest,2217,snw,8631760
1145_b,2444,Male,20,White,Never-married,*,United-States,Private,*,<=50K,wilson,zillin,6,levien street,noaddresstwo,myrtleford,3104,qld,2555919
1188_b,2487,Male,20,White,Never-married,*,United-States,Private,*,<=50K,catherine,nosurname,20,michell street,noaddresstwo,willaston,5045,nsw,5709467
82_b,1381,Male,20,White,Never-married,*,United-States,Private,*,<=50K,rohran,ghartill,40,noaddressone,nursinghome,eagle heights,2518,nsw,4480284
651_b,1950,*,*,*,Never-married,HS-grad,United-States,Private,*,<=50K,benjamin,davidson,11,archibald street,noaddresstwo,mansfield,6014,nsw,3425885
1204_b,2503,*,*,*,Never-married,HS-grad,United-States,Private,*,<=50K,jessica,regal,31,beazley crescent,noaddresstwo,merrylands,2617,vic,1487278
999_b,2298,*,*,*,Never-married,HS-grad,United-States,Private,*,<=50K,mcaria,khasn,21,hackett garden,noadrdesstwo,doncaster,3757,qld,9643360
646_b,1945,*,21,White,Never-married,*,United-States,*,*,<=50K,alexnada,christiansen,8,wybalena grove,noaddresstwo,acyiln,0nan,tad,3456577
512_b,1811,*,21,White,Never-married,*,United-States,*,*,<=50K,isabella,bastian,4,fisken crescent,noaddresstwo,new farm,2430,qld,3914224
1473_b,2772,*,21,White,Never-married,*,United-States,*,*,<=50K,samuel,coulthard,49,the verge,woodlands,parafield gardens,3925,qld,3636448
1357_b,2656,Female,21,*,Never-married,*,North America,*,*,<=50K,amy,norfoxm,54,anne clark avenue,noaddresstwo,altona orth,6003,vic,5983892
1117_b,2416,Female,21,*,Never-married,*,North America,*,*,<=50K,neneh,bennett,228,driver place,kia-ora dairy farm,baulkham hills,0810,nsw,9221101
399_b,1698,Female,21,*,Never-married,*,North America,*,*,<=50K,caitlin,mchughs,34,bailes court,noaddresstwo,holland park west,2088,nostate,3105969
135_b,1434,Female,21,*,Never-married,*,North America,*,*,<=50K,luk,nosurname,114,wade street,onaddresstwo,cvooma,5330,nostate,5998098
1180_b,2479,Female,21,*,Never-married,*,North America,*,*,<=50K,michel,advis,5,spring rane road,noaddresstwo,wetherill park,2576,nostate,4725093
1317_b,2616,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,asha,hall,0,darcy close,parklands,goulburn,2217,nostate,4569568
1025_b,2324,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,emoriwy,hemelm,23,wattle tsrefet,noaddresstwo,nosburb,2011,wa,6893928
688_b,1987,Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,noah,hogg,23,simpson stret,noaddresstwio,endeavour hills,3207,vc,3550405
499_b,1798,*,21,*,*,*,United-States,Private,*,<=50K,laklynn,henderson,4,undoolya treet,noaddresstwo,menai,2262,nsw,6561907
814_b,2113,*,21,*,*,*,United-States,Private,*,<=50K,joe,cahlon,7,noaddressone,regency park estat,nosuburb,3350,qld,2009284
859_b,2158,*,21,*,*,*,United-States,Private,*,<=50K,gnemesia,durconoki,188,forwoodcstrueet,tuggeranong sq (wdcr reed s street,mavlern,2650,nsh,2374990
801_b,2100,*,21,White,Never-married,*,United-States,*,*,<=50K,finn,antonioun,28,noaddressone,noaddresstwo,williamstown,2560,wa,6028191
383_b,1682,*,21,White,Never-married,*,United-States,*,*,<=50K,pascale,crick,49,moroney street,lighthouse farm,kings cross,7310,nostate,8583647
297_b,1596,*,21,White,Never-married,*,United-States,*,*,<=50K,miranda,sweeney,162,william wilkins crescent,noaddresstwo,the oaks,5353,vic,3539525
402_b,1701,*,21,White,*,*,North America,Private,*,<=50K,cant,ema,25,noaddresone,noaddresstwo,sandgat,5047,notate,2464058
1495_b,2794,*,21,White,*,*,North America,Private,*,<=50K,montana,nkeale,107,babinda place,noaddresstwo,noggera,3805,vicg,7744764
424_b,1723,*,21,White,*,*,North America,Private,*,<=50K,hugp,colqa,17,bromley street,noaddresstwo,wooee,2010,nostate,5869847
1050_b,2349,Female,21-25,White,Never-married,*,United-States,*,*,<=50K,keaton,buchheim,34,jaeger circuit,torphins,sydney,2283,nsw,9972948
715_b,2014,Female,21-25,White,Never-married,*,United-States,*,*,<=50K,katelin,bayer,98,kerrigakhstreet,arcanum fold,brunswick west,6059,nea,6955994
284_b,1583,Female,21-25,White,Never-married,*,United-States,*,*,<=50K,seth,kernich,79,ardlethan street,noaddresstwo,camberwell,2137,nsw,6056275
742_b,2041,Male,22,White,Never-married,High School,United-States,Private,*,<=50K,keahley,dickson,71,alpen street,noaddresstwo,grafton,2500,nostate,4312968
841_b,2140,Male,22,White,Never-married,High School,United-States,Private,*,<=50K,chloe,hage,157,forwood street,braidwood station,werribee,6224,nsw,3893643
1438_b,2737,Male,22,White,Never-married,High School,United-States,Private,*,<=50K,emioly,wivks,3,namatjira drive,noaddresstwo,rose bay,2713,wa,5202760
774_b,2073,*,22,White,Never-married,Undergraduate,United-States,*,*,<=50K,rhys,walker,3,garran place,noaddresstwo,temora,5264,sa,3647640
600_b,1899,*,22,White,Never-married,Undergraduate,United-States,*,*,<=50K,ebony,farley,89,alford place,noaddresswto,wyceproof,2113,ql,6829977
1240_b,2539,*,22,White,Never-married,Undergraduate,United-States,*,*,<=50K,caleg,urquheait,0,middletonsvircuit,noaddresstwo,deer park,2147,nostate,3359802
876_b,2175,*,22,*,Never-married,*,United-States,Private,Other,<=50K,finn,antohokun,222,spring vwjedrive,noaddresstwo,williamstown,2560,wa,3547514
1230_b,2529,*,22,*,Never-married,*,United-States,Private,Other,<=50K,lyla,janmaat,8,corirngle close,noaddressto,boambee,2145,nostate,6111841
589_b,1888,*,22,*,Never-married,*,United-States,Private,Other,<=50K,nathan,phaedra,12,buik place,noaddresstwo,new farm,2541,vic,6175268
854_b,2153,Male,22,*,Never-married,*,United-States,Private,*,<=50K,april,davis,2,burrendong street,noaddresstwo,mullewa,3627,vic,4723098
1290_b,2589,Male,22,*,Never-married,*,United-States,Private,*,<=50K,nicolas,hones,5,hobar tplace,pogoda mountains,ulverstone,4114,nws,8590374
370_b,1669,Male,22,*,Never-married,*,United-States,Private,*,<=50K,thompon,jaciha,33,muir close,noaddresstwo,morwtell,4850,qld,3247820
379_b,1678,*,22,*,Never-married,*,North America,Non-Government,*,>50K,will,armitage,5,mcinnes street,noaddresstwo,harrington,3135,qld,2035970
690_b,1989,*,22,*,Never-married,*,North America,Non-Government,*,<=50K,james,auciello,23,govett place,noaddresstwo,wyoming,2770,sa,1393782
1482_b,2781,*,22,*,Never-married,*,North America,Non-Government,*,<=50K,matisse,clarke,89,phillip avenue,willandy,seaford,4567,wa,5872218
158_b,1457,*,22,White,Never-married,*,United-States,*,*,<=50K,timothy,rigley,17,woodgrove close,swinger hill,bunbartha,3810,vic,3492001
170_b,1469,*,22,White,Never-married,*,United-States,*,*,<=50K,sachin,thorr,2,wyatt s treet,noaddrestswo,rcokhampton,4128,vice,6303714
899_b,2198,*,22,White,Never-married,*,United-States,*,*,<=50K,ryan,barltrop,1490,nullagine street,shack 39,nightcliff,3149,nsw,3696492
54_b,1353,*,22,White,Never-married,*,*,Non-Government,*,<=50K,michaydl,sugden,6,temperleq street,kepnock road retirement vlge,denirlne,5045,nsw,4520288
1344_b,2643,*,22,White,Never-married,*,*,Non-Government,*,<=50K,lukas,atkibbson,232,noaddressone,noaddresstwo,willeg on,4413,wa,8292842
437_b,1736,*,22,White,Never-married,*,*,Non-Government,*,<=50K,brafhyn,colper,154,belfiel d cafescent,noaddresstwo,nosuburb,2150,qld,2116843
38_b,1337,*,22,*,spouse not present,*,United-States,Private,*,<=50K,charlotte,prest,2,wade street,noaddresstwo,oakleigh south,3156,nsw,6258172
1291_b,2590,*,22,*,spouse not present,*,United-States,Private,*,<=50K,aelxander,zollner,9,amcalister crescent,oaddresstwo,iluka,2615,nsw,6428845
368_b,1667,*,22,*,spouse not present,*,United-States,Private,*,<=50K,caitlin,hoyle,32,heritage road,noaddresstwo,dalby,3065,nostate,5513658
815_b,2114,*,22,White,spouse not present,HS-grad,*,Non-Government,*,<=50K,desi,searle,21,laman place,noaddresstwo,mill park,2320,vic,5203884
1363_b,2662,*,22,White,spouse not present,HS-grad,*,Non-Government,*,<=50K,cari,browyvng,17,maitlandwxtreet,kurreta,ekerang,6610,nws,9405076
434_b,1733,*,22,White,spouse not present,HS-grad,*,Non-Government,*,<=50K,william,catton,115,noaddressone,air force memorial est,forster,3337,nsw,9985274
561_b,1860,*,21-25,White,*,High School,North America,Private,*,<=50K,kieren,doyle,234,chewings street,noaddresstwo,williamstown,6108,wa,2470546
787_b,2086,*,21-25,White,*,High School,North America,Private,*,<=50K,cassandra,waldron,6,southern cross drive,noaddresstwo,berriedale,2165,nsw,6609632
117_b,1416,*,21-25,White,*,High School,North America,Private,*,<=50K,lham,chapman,9,welsby place,noaddresstwo,eastwood,2142,qle,7369170
855_b,2154,*,21-25,White,*,High School,North America,Private,*,<=50K,kaitlin,owen,23,reader court,the lakes,emu plains,2209,nsw,6278792
1185_b,2484,*,21-25,White,*,High School,North America,Private,*,<=50K,fleming,shantral,32,covingtojnhxrescent,noaddresstwo,murzrtie,4352,nsw,3478403
1080_b,2379,*,23,*,Never-married,*,United-States,Private,*,<=50K,alana,storey,501,jansz crescent,noaddresstwo,punchbowl,3429,vic,9458302
1296_b,2595,*,23,*,Never-married,*,United-States,Private,*,<=50K,shaun,lehdjann,36,currongetfeet,noaddresstwo,springfield,6611,sa,7863724
554_b,1853,*,23,*,Never-married,*,United-States,Private,*,<=50K,charlotte,bowden,15,glencross street,benwerrin,kingston,7258,nsw,3480386
580_b,1879,Male,23,White,*,*,United-States,Non-Government,*,<=50K,benjain,broqett,5,hawkersffeet,westminster village,knowszey,1452,nostate,8295681
849_b,2148,Male,23,White,*,*,United-States,Non-Government,*,>50K,aimee,lsmocnqt,28,marrett street,noaddresstwo,chermside west,3315,vic,2392150
1418_b,2717,Male,23,White,*,*,United-States,Non-Government,*,<=50K,isauaj,vella,15,northbourne avenue,noaddresstwo,buleren,3258,vic,4155531
1384_b,2683,Male,23,White,*,*,United-States,Private,*,<=50K,brodie,bentley,3,gosse street,tregals,harris park,6401,sa,7758060
332_b,1631,Male,23,White,*,*,United-States,Private,*,<=50K,emiily,geldart,73,dyeti crcuit,noaddresstwo,moonah west,4316,nw,8630743
416_b,1715,Male,23,White,*,*,United-States,Private,*,<=50K,ruby,cole,1,beeston treet,noaddresstwo,seven hills,2080,nsw,3205925
1394_b,2693,*,23,White,Never-married,*,United-States,Private,*,<=50K,elkf,higgs,2,herron crescent,mindalay appts,legerwood,2479,nostate,3548741
388_b,1687,*,23,White,Never-married,*,United-States,Private,*,<=50K,d'arcy,nur,62,ballow crescent,noaddresstwo,hawthorne,2289,vic,8179609
128_b,1427,*,23,White,Never-married,*,United-States,Private,*,<=50K,james,rosl,7,tennyson crescent,noaddresstwo,alstonville,6019,vic,9458121
393_b,1692,*,23,*,Never-married,*,United-States,Private,*,<=50K,fox,natalee,67,knox sfvrwet,noaddresstwo,thornleigh,4350,vicn,5166073
403_b,1702,*,23,*,Never-married,*,United-States,Private,*,<=50K,shelbey,grrco,14,bunbury street,noaddresstwo,waroohja,2315,vx,8044171
1442_b,2741,*,23,*,Never-married,*,United-States,Private,*,<=50K,erin,elliott,370,buik place,treen brook estate,gosford,6701,qld,6441923
448_b,1747,*,23,White,Never-married,*,North America,Non-Government,*,<=50K,layla,mcgregor,28,canning street,noaddresstwo,glenorie,3192,vic,2087723
1100_b,2399,*,23,White,Never-married,*,North America,Non-Government,*,<=50K,achel,lgenn,6,chewings street,noaddresstwo,brinkin,6423,vyic,1414477
858_b,2157,*,23,White,Never-married,*,North America,Non-Government,*,<=50K,meg,farrelly,47,hirst place,st agnes retrmnt vlge,forster,3179,nostate,8555648
792_b,2091,*,23,*,Never-married,*,United-States,Private,*,<=50K,ryan,mardain,4,sherbrooe treet,noaddresstwo,mount gambier,3880,vic,6597851
738_b,2037,*,23,*,Never-married,*,United-States,Private,*,<=50K,lachlan,kostas,12,kriewaldt circuit,masonic village,raymond terrace,5253,nostate,4309938
652_b,1951,*,23,*,Never-married,*,United-States,Private,*,<=50K,robie,lee,12,pimpampa close,noaddresstwo,cremlfme,2194,nostate,9739116
744_b,2043,*,23,*,Never-married,*,United-States,Private,*,<=50K,caitkn,lyonhu,116,freda gibsonucircuit,heathervale,busay,4123,nsw,6986847
948_b,2247,*,23,*,Never-married,*,United-States,Private,*,<=50K,wilson,batros,35,mannheim street,noaddresstwo,killarney vale,2778,qld,1408005
805_b,2104,*,23,*,Never-married,*,United-States,Private,*,<=50K,nicholas,cornish,59,adinda street,woodlands,port macquarie,2666,nsw,8235900
576_b,1875,*,23,White,spouse not present,*,North America,*,*,<=50K,chrid sian,harmoin,17,hindmarah drive,noaddresstwo,torrensville,4575,nsw,1329149
746_b,2045,*,23,White,spouse not present,*,North America,*,*,<=50K,olivia,walker,44,mcgivern crescent,glengarry,nimbin,2325,nostate,8449377
1152_b,2451,*,23,White,spouse not present,*,North America,*,*,<=50K,ewade,lodrn,87,lomman place,noaddresstwo,carnehgie,2161,nsw,5821326
796_b,2095,*,23,*,*,*,United-States,Private,*,<=50K,jessica,daly,175,geerilong garden,bellrock,port pirie,5169,nostate,3889453
1129_b,2428,*,23,*,*,*,United-States,Private,*,<=50K,tyler,howadr-jones,18,birban place,noaddresstwo,kialla,2170,nsw,1342058
1091_b,2390,*,23,*,*,*,United-States,Private,*,<=50K,twomasz,gilefr,7,twinexlace,noaddresstwo,springwood,2066,tady,8836401
521_b,1820,*,23,White,Never-married,*,United-States,Private,*,<=50K,xanthe,steele,89,axon street,noaddresstwo,greenvale,2460,nsw,5936808
979_b,2278,*,23,White,Never-married,*,United-States,Private,*,<=50K,cakeb,urquharg,41,middleton ycircuit,noaddresstwo,deer yrk,2147,nostate,3359802
159_b,1458,*,23,White,Never-married,*,United-States,Private,*,<=50K,abbey,lucas,19,bisdee street,buncrana,altona,2605,vic,8061544
411_b,1710,*,23,White,spouse not present,*,United-States,Private,*,<=50K,madidfon,nosurname,0,vagabondxjrescent,omorlands,maroochydore,3250,nse,5941399
133_b,1432,*,23,White,spouse not present,*,United-States,Private,*,<=50K,kailey,chrispijn,9,crichton crescent,loc 1836,north rockhampton,7248,qld,7705178
552_b,1851,*,23,White,spouse not present,*,United-States,Private,*,<=50K,nicholas,burrell,13,jamieson crescent,noaddresstwo,duri,2221,nsw,3993507
1190_b,2489,*,24,White,*,*,United-States,*,*,<=50K,alex,thorpe,27,erskine street,noaddresstwo,blakehurst,2036,nostate,6955009
240_b,1539,*,24,White,*,*,United-States,*,*,<=50K,jay,schweinsberg,305,noala street,alicia,victoria point,4570,vic,3354634
562_b,1861,*,24,White,*,*,United-States,*,*,<=50K,rebcexa,tyne,0,woralul steret,rsd street,brigto east,2518,qld,5235630
290_b,1589,*,24,*,spouse not present,*,United-States,*,*,<=50K,lucy,newman,88,condell street,kooralbyn,coolum beach,5072,nostate,8612124
